CenINum,CenNom,CenFOpe,CenFecOpeIni,CenFecOpeFin,CenEmiFMDL,CenEmiFDpz,CenEmiDpz [tCO2e/GWh],CenFERNC,CenUbc,CenBar,CenFDua,CenDua,CenPotMax,CenPotMin,CenKxxx/kWh,CenCosVar,CenCosTrp,CenRenTer,CenCosOpe,CenDisEne,CenEtaCVar,CenEtaCTrp,CenConPro%,CenFInv,CenFecInv,CenVI,CenCOMA,CenVidUti,CenEtaCOMA,CenEmp,CenCmr,CenAux
1000,Tal Tal Eólico,T,*,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,98.44758,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1001,Lalackama,T,*,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,55,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,ELÉCTRICA PANGUIPULLI,ELÉCTRICA PANGUIPULLI,Solar
1002,Lalackama 2,T,*,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,16.5,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,ELÉCTRICA PANGUIPULLI,ELÉCTRICA PANGUIPULLI,Solar
1003,Diego de Almagro TG,T,*,*,F,T,1064,F,SIC,Diego de Almagro 220,F,*,23.6691,0,0.1848,534.5690912,0,0.337,6.63,0.95,Diego de Almagro Diesel,*,0,F,*,0,0,24,*,Endesa,Endesa,Petróleo Diesel
1004,San Lorenzo 01,T,*,*,F,T,713,F,SIC,Diego de Almagro 220,F,*,28.4145,0,0.376,620.939,0,0.342,24.1,0.979,San Lorenzo 1 Diesel,*,0,F,*,0,0,24,*,Energia Latina,Energia Latina,Petróleo Diesel
1005,San Lorenzo 02,T,*,*,F,T,713,F,SIC,Diego de Almagro 220,F,*,25.922,0,0.376,620.939,0,0.3804,24.1,0.979,San Lorenzo 2 Diesel,*,0,F,*,0,0,24,*,Energia Latina,Energia Latina,Petróleo Diesel
1006,San Lorenzo 03,T,*,*,F,T,713,F,SIC,Diego de Almagro 220,F,*,7.6769,0,0.376,613.634,0,0.289,22.8,0.979,San Lorenzo 3 Diesel,*,0,F,*,0,0,24,*,Energia Latina,Energia Latina,Petróleo Diesel
1007,Emelda 01,T,*,*,F,T,713,F,SIC,Diego de Almagro 220,F,*,33.01725,0,0.376,1020.44,0,0.292,14.5,0.95,Emelda Diesel,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1008,Emelda 02,T,*,*,F,T,713,F,SIC,Diego de Almagro 220,F,*,35.712,0,0.376,1020.44,0,0.314,14.5,0.95,Emelda Diesel,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1009,El Salvador TG,T,*,*,F,T,2356,F,SIC,Diego de Almagro 220,F,*,23.6691,0,0.937,543.0967213,0,0.337,43.43,0.95,Salvador TG Diesel,*,0,F,*,0,0,24,*,Endesa,Endesa,Petróleo Diesel
1010,Diego de Almagro FV,T,*,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,28.1,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1011,San Andres FV,T,*,*,F,F,0,T,SIC,Cardones 220,F,*,50.6,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1012,Llano de Llampos FV,T,*,*,F,F,0,T,SIC,Cardones 220,F,*,101.02,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1013,Cardones,T,*,*,F,T,757,F,SIC,Cardones 220,F,*,152.2748,0,0.239785,556.2193443,0,0.239,24.41,0.95,Cardones Diesel,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1014,Cenizas,T,*,*,F,T,645,F,SIC,Cardones 220,F,*,13.9,0,0.233,427.1,0,0.2303,13.811,0.95,Cenizas IFO,*,0,F,*,0,0,24,*,MINERA LAS CENIZAS,MINERA LAS CENIZAS,Petróleo Diesel
1015,Termopacífico,T,*,*,F,T,757,F,SIC,Cardones 220,F,*,86.05755,0,0.239785,265.832,0,0.469337792,24.22,0.95,Termo Pacífico Diesel,*,0,F,*,0,0,24,*,Termopacífico,Termopacífico,Petróleo Diesel
1016,Guacolda 01,T,*,*,F,T,905,F,SIC,Maitencillo 220,F,*,142.88,0,0.36,95.66786241,0,0.396,1,0.979,Guacolda 01,*,0,F,*,0,0,24,*,GUACOLDA,GUACOLDA,Carbón
1017,Guacolda 02,T,*,*,F,T,905,F,SIC,Maitencillo 220,F,*,142.88,0,0.36,93.43603142,0,0.397,1,0.979,Guacolda 02,*,0,F,*,0,0,24,*,GUACOLDA,GUACOLDA,Carbón
1018,Guacolda 03,T,*,*,F,T,945,F,SIC,Maitencillo 220,F,*,137.104,0,0.376,73.89025403,0,0.382,2.1,0.979,Guacolda 03,*,0,F,*,0,0,24,*,GUACOLDA,GUACOLDA,Carbón
1019,Guacolda 04,T,*,*,F,T,945,F,SIC,Maitencillo 220,F,*,139.08,0,0.376,96.55138571,0,0.384,2,0.979,Guacolda 04,*,0,F,*,0,0,24,*,Guacolda S.A.,Guacolda S.A.,Carbón
1020,Huasco TG,T,*,*,F,T,1143,F,SIC,Maitencillo 220,F,*,57.681,0,0.362,525.931614,0,0.348,7.86,0.64,Huasco TG Diesel,*,0,F,*,0,0,24,*,Endesa,Endesa,Petróleo Diesel
1021,Salvador FV,T,*,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,68,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1022,Guacolda 05,T,*,*,F,T,945,F,SIC,Maitencillo 220,F,*,131.7,0,0.376,94.75185583,0,0.384,2,0.979,Guacolda 05,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Carbón
1023,Chañares,T,*,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,34.94,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1024,Javiera,T,*,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,65,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1025,Solar Esperanza,T,*,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,2.8656,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1026,Solar Las Terrazas,T,*,*,F,F,0,T,SIC,Cardones 220,F,*,2.99,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1027,Trebal Mapocho,T,*,*,F,F,1143,T,SIC,Alto Jahuel 220,F,*,8.226,0,1,0,0,1,15,0.967,Trebal,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa
1028,Solar Hornitos,T,*,*,F,F,0,T,SIC,Cardones 220,F,*,0.318467159,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1029,Solar Santa Cecilia,T,*,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,2.9452,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1030,Casas Blancas FV,T,*,*,F,F,0,T,SIC,Los Vilos 220,F,*,1.99,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1031,Lomas Coloradas FV,T,*,*,F,F,0,T,SIC,Los Vilos 220,F,*,1.99,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1032,El Peñón,T,*,*,F,T,713,F,SIC,Pan de Azucar 220,F,*,80.838,0,0.376,526.9131391,0,0.2193,28,0.979,El Peñón Diesel,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1033,Eolica El Arrayán,T,*,*,F,F,0,T,SIC,Pan de Azucar 220,F,*,114.9885,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1034,Punta Colorada 01 Fuel,T,*,*,F,T,1143,F,SIC,Punta Colorada 220,F,*,16.609,0,0.233,402.4627795,0,0.219,28.9,0.95,Punta Colorada Diesel,*,0,F,*,0,0,24,*,Barrick,Barrick,Petróleo Diesel
1035,Eolica Punta Colorada,T,*,*,F,F,0,T,SIC,Punta Colorada 220,F,*,19.998,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Barrick,Barrick,Eolica
1036,Eolica Canela 01,T,*,*,F,F,0,T,SIC,Las Palmas 220,F,*,17.9685,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Endesa-Eco,Endesa-Eco,Eolica
1037,Eolica Canela 02,T,*,*,F,F,0,T,SIC,Las Palmas 220,F,*,59.4,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Endesa-Eco,Endesa-Eco,Eolica
1038,Monte Redondo,T,*,*,F,F,0,T,SIC,Las Palmas 220,F,*,47.52,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1039,Eolica Totoral,T,*,*,F,F,0,T,SIC,Las Palmas 220,F,*,45.54,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,SN Power,SN Power,Eolica
1040,Los Cururos,T,*,*,F,F,0,T,SIC,Las Palmas 220,F,*,109.58904,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1041,Espinos 01,T,*,*,F,T,713,F,SIC,Los Vilos 220,F,*,100,0,0.376,548.5035909,0,0.221,26.4,0.95,Espinos Diesel,*,0,F,*,0,0,24,*,Termoelectrica Los Espinos,Termoelectrica Los Espinos,Petróleo Diesel
1042,Espinos 02,T,*,*,F,T,713,F,SIC,Los Vilos 220,F,*,24,0,0.376,548.5035909,0,0.221,67.8,0.95,Espinos Diesel,*,0,F,*,0,0,24,*,Termoelectrica Los Espinos,Termoelectrica Los Espinos,Petróleo Diesel
1043,Olivos 01,T,*,*,F,T,3158,F,SIC,Los Vilos 220,F,*,93,0,1,548.4990577,0,0.231,30.4,0.95,Olivos Diesel,*,0,F,*,0,0,24,*,POTENCIA S.A.,POTENCIA S.A.,Petróleo Diesel
1044,Olivos 02,T,*,*,F,T,3158,F,SIC,Los Vilos 220,F,*,22.2,0,1,548.4990577,0,0.231,69.7,0.95,Olivos Diesel,*,0,F,*,0,0,24,*,POTENCIA S.A.,POTENCIA S.A.,Petróleo Diesel
1045,Talinay Oriente,T,*,*,F,F,0,T,SIC,Las Palmas 220,F,*,89.991,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1046,Punta Palmeras,T,*,*,F,F,0,T,SIC,Las Palmas 220,F,*,44.7489,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1047,Talinay Poniente,T,*,*,F,F,0,T,SIC,Pan de Azucar 220,F,*,60.261852,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1048,Monte Patria,T,*,*,F,T,3158,F,SIC,Los Vilos 220,F,*,9,0,1,317.7423071,0,0.231,69.7,0.95,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1049,Punitaqui,T,*,*,F,T,3158,F,SIC,Los Vilos 220,F,*,9,0,1,317.7423071,0,0.231,69.7,0.95,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1050,Tambo Real,T,*,*,F,F,0,T,SIC,Pan de Azucar 220,F,*,2.926388889,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1051,SDGx01,T,*,*,F,F,0,T,SIC,Los Vilos 220,F,*,1.25,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1052,Los Vientos,T,*,*,F,T,805,F,SIC,Las Vegas 110,F,*,131.34,0,0.255,562.6686187,0,0.267,2.95,0.979,Los Vientos TG Diesel,*,0,F,*,0,0,24,*,AES GENER,AES GENER,Petróleo Diesel
1053,Las Vegas,T,*,*,F,T,855,F,SIC,Las Vegas 110,F,*,2.09895,0,0.271,534.5477338,0,0.2414,32.84536308,0.95,Las Vegas Diesel,*,0,F,*,0,0,24,*,TECNORED,TECNORED,Petróleo Diesel
1054,Ventanas 01,T,*,*,F,T,1043,F,SIC,Nogales 220,F,*,113.4,0,0.415,85.65307949,0,0.415,2.18,0.931,Ventanas 1,*,0,F,*,0,0,24,*,AES GENER,AES GENER,Carbón
1055,Ventanas 02,T,*,*,F,T,998,F,SIC,Nogales 220,F,*,208.56,0,0.397,85.17268417,0,0.397,1.38,0.979,Ventanas 2,*,0,F,*,0,0,24,*,AES GENER,AES GENER,Carbón
1056,Campiche,T,*,*,F,T,945,F,SIC,Nogales 220,F,*,248.9888,0,0.375,95.47580645,0,0.38,5.55,0.979,Campiche,*,0,F,*,0,0,24,*,AES GENER,AES GENER,Carbón
1057,Los Colorados 01,T,*,*,F,F,1143,T,SIC,Polpaico 220,F,*,2,0,1,0,0,1.6543,11.57,0.967,Loma Los Colorados,*,0,F,*,0,0,24,*,KDM,KDM,Biomasa
1058,Los Colorados 02,T,*,*,F,F,1143,T,SIC,Polpaico 220,F,*,18.2,0,1,0,0,2.33,10.25,0.967,Loma Los Colorados,*,0,F,*,0,0,24,*,KDM,KDM,Biomasa
1059,Con Con,T,*,*,F,T,845,F,SIC,Quillota 110,F,*,2.3,0,0.268,531.4746384,0,0.2414,35.19897158,0.95,Con Con Diesel,*,0,F,*,0,0,24,*,TECNORED,TECNORED,Petróleo Diesel
1060,Nueva Ventanas,T,*,*,F,T,945,F,SIC,Nogales 220,F,*,248.9888,0,0.376,91.92934973,0,0.38,5.55,0.979,Nueva Ventanas,*,0,F,*,0,0,24,*,AES GENER,AES GENER,Carbón
1061,Colmito GNL TP,T,*,MesAbr-2016,F,T,823,F,SIC,San Luis 220,F,*,57.71,0,0.239785,0,0,9.72,10.2,0.95,Colmito GNL ToP,*,0,F,*,0,0,24,*,HIDROELECTRICA LA HIGUERA,HIDROELECTRICA LA HIGUERA,GNL
1062,Colmito GNL ,T,*,MesMar-2018,F,T,823,F,SIC,San Luis 220,F,*,57.71,0,0.239785,318.6613174,0,0.263412,10.2,0.95,Colmito GNL,*,0,F,*,0,0,24,*,HIDROELECTRICA LA HIGUERA,HIDROELECTRICA LA HIGUERA,GNL
1063,Colmito Diesel,T,MesMay-2016,*,F,T,823,F,SIC,San Luis 220,F,*,57.71,0,0.239785,561.8413115,0,0.24828,14.3,0.95,Colmito Diesel,*,0,F,*,0,0,24,*,HIDROELECTRICA LA HIGUERA,HIDROELECTRICA LA HIGUERA,Petróleo Diesel
1064,Laguna Verde,T,*,*,F,T,2137,F,SIC,Agua Santa 110,F,*,45.12,0,0.85,537.6515917,0,0.412,7.86,0.5,Laguna Verde Diesel,*,0,F,*,0,0,24,*,AES GENER,AES GENER,Petróleo Diesel
1065,Laguna Verde TG,T,*,*,F,T,834,F,SIC,Agua Santa 110,F,*,17.919,0,0.264,537.6515917,0,0.264,11.42,0.95,Laguna Verde Diesel,*,0,F,*,0,0,24,*,AES GENER,AES GENER,Petróleo Diesel
1066,Placilla,T,*,*,F,T,2137,F,SIC,Agua Santa 110,F,*,3,0,0.85,535.1521697,0,0.2363,29.35015015,0.95,Placilla Diesel,*,0,F,*,0,0,24,*,TECNORED,TECNORED,Petróleo Diesel
1067,Quintay,T,*,*,F,T,2137,F,SIC,Agua Santa 110,F,*,3,0,0.85,535.5394407,0,0.2363,29.97859126,0.95,Quintay Diesel,*,0,F,*,0,0,24,*,TECNORED,TECNORED,Petróleo Diesel
1068,Totoral,T,*,*,F,T,2137,F,SIC,Agua Santa 110,F,*,3,0,0.85,541.096432,0,0.2363,34.59068223,0.95,El Totoral Diesel,*,0,F,*,0,0,24,*,TECNORED,TECNORED,Petróleo Diesel
1069,Tomaval 1,T,*,*,F,T,2137,F,SIC,Las Vegas 110,F,*,1,0,0.85,317.7423071,0,0.322426786,69.7,0.95,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1070,Casablanca 1,T,*,*,F,T,2137,F,SIC,Agua Santa 110,F,*,1.6,0,0.85,317.7423071,0,0.231494414,69.7,0.95,Diesel CNE,*,0,F,*,0,0,24,*,TECNORED,TECNORED,Petróleo Diesel
1071,Casablanca 2,T,*,*,F,T,2137,F,SIC,Agua Santa 110,F,*,0.9,0,0.85,317.7423071,0,0.231494414,69.7,0.95,Diesel CNE,*,0,F,*,0,0,24,*,TECNORED,TECNORED,Petróleo Diesel
1072,Tapihue,T,*,*,F,T,868,F,SIC,San Luis 220,F,*,6.4,0,0.275,222.8092692,0,0.293,25.2,0.979,GNL,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,GNL
1073,Bio Cruz,T,*,*,F,T,868,F,SIC,Las Vegas 110,F,*,1.8,0,0.275,317.7423071,0,0.3365,3.87,0.979,Bio Cruz,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,GNL
1074,Tomaval 2,T,*,*,F,T,868,F,SIC,Las Vegas 110,F,*,1.6,0,0.275,317.7423071,0,0.322426786,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,GNL
1075,Renca,T,*,*,F,T,1153,F,SIC,Cerro Navia 110,F,*,92,0,0.365,538.9541553,0,0.365,3.64,0.89,Renca Diesel,*,0,F,*,0,0,24,*,ELÉCTRICA SANTIAGO,ELÉCTRICA SANTIAGO,Petróleo Diesel
1076,Ucuquer II Eólico,T,*,*,F,F,0,T,SIC,Melipilla 220,F,*,10.5,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1077,Santa Marta 01,T,*,*,F,F,1143,T,SIC,Alto Jahuel 220,F,*,13.499988,0,1,0,0,518,15,0.967,Santa Marta,*,0,F,*,0,0,24,*,SANTA MARTA,SANTA MARTA,Biomasa
1078,Santa Marta 02,T,*,*,F,F,1143,T,SIC,Alto Jahuel 220,F,*,3.932,0,1,0,0,518,15,0.967,Santa Marta,*,0,F,*,0,0,24,*,SANTA MARTA,SANTA MARTA,Biomasa
1079,Esperanza 01,T,*,*,F,T,1283,F,SIC,Itahue 154,F,*,18.612,0,0.406,0.474,0,400,9.1,0.95,Esperanza TG Diesel,*,0,F,*,0,0,24,*,ENOR CHILE,ENOR CHILE,Petróleo Diesel
1080,Esperanza 02,T,*,*,F,T,821,F,SIC,Itahue 154,F,*,1.593733333,0,0.26,543.4683607,0,0.225,28.2,0.95,Esperanza DS Diesel,*,0,F,*,0,0,24,*,ENOR CHILE,ENOR CHILE,Petróleo Diesel
1081,Esperanza 03,T,*,*,F,T,851,F,SIC,Itahue 154,F,*,1.791,0,0.26944,543.4683607,0,0.222,25.7,0.95,Esperanza DS Diesel,*,0,F,*,0,0,24,*,ENOR CHILE,ENOR CHILE,Petróleo Diesel
1082,Colihues,T,*,*,F,T,757,F,SIC,Itahue 154,F,*,21.175,0,1,356.3080328,0,0.214,22.18,0.95,Colihues HFO,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1083,Estancilla,T,*,*,F,T,1153,F,SIC,Alto Jahuel 220,F,*,3,0,0.365,317.7423071,0,0.228,69.7,0.95,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1084,Techos de Altamira,T,*,*,F,F,0,T,SIC,Polpaico 220,F,*,0.15,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1085,Tamm,T,*,*,F,F,1143,T,SIC,Itahue 154,F,*,0.18145,0,1,0,0,1,15,0.967,Tamm,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa
1086,Las Pampas,T,*,*,F,F,1143,T,SIC,Alto Jahuel 220,F,*,0.37,0,1,0,0,1,15,0.967,Las Pampas,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa
1087,Santa Irene,T,*,*,F,F,1143,T,SIC,Itahue 154,F,*,0.37,0,1,0,0,1,15,0.967,Santa Irene,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa
1088,San Francisco TG,F,*,*,F,T,976,F,SIC,Itahue 154,F,*,25.547599,0,0.309,1020.44,0,0.309,1,0.95,Emelda Diesel,*,0,F,*,0,0,24,*,AES GENER,AES GENER,Petróleo Diesel
1089,Energía Pacífico,T,*,*,F,F,1143,T,SIC,Itahue 154,F,*,14.3052,0,1,8.92,0,4.88,9.83,0.967,Energía Pacífico,*,0,F,*,0,0,24,*,ENERGIA PACIFICO S.A.,ENERGIA PACIFICO S.A.,Desechos Forestales
1090,Newen,T,*,*,F,T,715,F,SIC,Charrua 220,F,*,13.65504202,0,0.226,903.7145536,0,0.28675,7.49,0.95,Newén Diesel,*,0,F,*,0,0,24,*,Gassur,Gassur,Petróleo Diesel
1091,Curauma,T,*,*,F,T,2137,F,SIC,Agua Santa 110,F,*,2.5,0,0.85,317.7423071,0,0.231494414,69.7,0.95,Diesel CNE,*,0,F,*,0,0,24,*,TECNORED,TECNORED,Petróleo Diesel
1092,Ucuquer I,T,*,*,F,F,0,T,SIC,Melipilla 220,F,*,7.1,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
