LinINum,LinNom,LinFOpe,LinFecOpeIni,LinFecOpeFin,LinBarA,LinBarB,LinBarSis,LinFPrtFlu,LinFPrtHis,LinNIntHis,LinFPrtInd,LinFCC,LinPotMaxA->B,LinPotMaxB->A,LinFMax,LinFPri,LinFN-1,LinPotN-1A->B,LinPotN-1B->A,LinVolt,LinR,LinX,LinFPer,LinNTra,LinDisEne,LinFPeaCal,LinPeaSis,LinPeaTip,LinFTipDef,LinFInv,LinFecInv,LinVI,LinCOMA,LinVidUti,LinEmp,LinAux,LinAux,LinAux,LinAux
192,Alto Jahuel 154->Punta Cortes 154,F,*,MesDic-2017,Alto Jahuel 154,Punta Cortes 154,*,F,F,101,F,F,179,179,T,T,F,179,179,154,5.91,26.84,T,5,1,F,STx,Cmn,F,F,*,6.841,0.166,30,Transelec,SIC,STX E,Ln,154
193,Punta Cortes 154->Tilcoco 154,F,MesEne-2018,*,Punta Cortes 154,Tilcoco 154,*,F,F,101,F,F,256.066,256.066,T,T,F,128.033,128.033,154,1.018882522,4.1646997,T,5,1,F,STx,Cmn,F,F,*,6.841,0.166,30,Transelec,SIC,STX E,Ln,154
194,Punta Cortes 154->Tilcoco 154 II,F,*,MesDic-2017,Punta Cortes 154,Tilcoco 154,*,F,F,101,F,F,128.033,128.033,T,T,F,128.033,128.033,154,2.037765043,8.329399399,T,5,1,F,STx,Cmn,F,F,*,6.841,0.166,30,Transelec,SIC,STX E,Ln,154
195,Teno 154->Itahue 154,F,*,*,Teno 154,Itahue 154,*,F,F,101,F,F,198,198,T,T,F,198,198,154,2.97,14.15,T,5,1,F,STx,Cmn,F,F,*,6.841,0.166,30,Transelec,SIC,STX E,Ln,154
196,Itahue 220->Itahue 154,T,*,*,Itahue 220,Itahue 154,BarB,F,F,101,F,F,300,300,T,T,F,300,300,220,0.0968,15.488,T,3,1,F,STx,Cmn,F,F,*,0,0,30,Transelec,SIC,STx E,Tr,220/154
197,Rancagua 154->Tinguiririca 154,F,*,MesDic-2017,Rancagua 154,Tinguiririca 154,*,F,F,101,F,F,128.0331957,128.0331957,T,T,F,128.0331957,128.0331957,154,8.371748,32.870376,T,5,1,F,STx,Cmn,F,F,*,6.841,0.166,30,Transelec,SIC,STX E,Ln,154
198,Tinguiririca 154->Itahue 154,F,*,*,Tinguiririca 154,Itahue 154,*,F,F,101,F,F,198,198,T,T,F,198,198,154,5.3835,24.9255,T,5,1,F,STx,Cmn,F,F,*,6.841,0.166,30,Transelec,SIC,STX E,Ln,154
199,Tilcoco 154->Tinguiririca 154,F,MesEne-2018,*,Tilcoco 154,Tinguiririca 154,*,F,F,101,F,F,396,396,T,T,F,198,198,154,1.312781433,5.53849415,T,5,1,F,STx,Cmn,F,F,*,6.841,0.166,30,Transelec,SIC,STX E,Ln,154
200,Tinguiririca 154->Teno 154,F,*,*,Tinguiririca 154,Teno 154,*,F,F,101,F,F,198,198,T,T,F,198,198,154,2.900237135,12.2358117,T,5,1,F,STx,Cmn,F,F,*,6.841,0.166,30,Transelec,SIC,STX E,Ln,154
201,Tinguiririca 154->San Fernando 154,T,*,*,Tinguiririca 154,San Fernando 154,*,F,F,101,F,F,198,198,T,T,F,198,198,154,1.731268,6.735344,T,5,1,F,STx,Cmn,F,F,*,6.841,0.166,30,Transelec,SIC,STX E,Ln,154
202,Paine 220->Paine 154,F,MesEne-2020,*,Paine 220,Paine 154,*,F,F,101,F,F,300,300,T,T,F,300,300,220,0.0968,15.488,T,3,1,F,STx,Cmn,F,F,*,0,0,30,Plan de Obra,SIC,STX E,Tr,220/154
203,Punta Cortes 220->Punta Cortes 154,F,MesEne-2020,*,Punta Cortes 220,Punta Cortes 154,*,F,F,101,F,F,300,300,T,T,F,300,300,220,0.0968,15.488,T,3,1,F,STx,Cmn,F,F,*,0,0,30,Plan de Obra,SIC,STX E,Tr,220/154
204,Tinguiririca 220->Tinguiririca 154,T,MesAgo-2018,*,Tinguiririca 220,Tinguiririca 154,BarB,F,F,101,F,F,300,300,T,T,F,300,300,220,0.0968,15.488,T,3,1,F,STx,Cmn,F,F,*,0,0,30,Plan de Obra,SIC,STx E,Tr,220/154
205,Teno 220->Teno 154,F,MesEne-2020,*,Teno 220,Teno 154,*,F,F,101,F,F,300,300,T,T,F,300,300,220,0.0968,15.488,T,3,1,F,STx,Cmn,F,F,*,0,0,30,Plan de Obra,SIC,STX E,Tr,220/154
206,Alto Jahuel 220->Paine 220,F,MesEne-2020,*,Alto Jahuel 220,Paine 220,BarB,F,F,101,F,F,255.7,255.7,T,T,F,255.7,255.7,220,1.3646,6.5014,T,5,1,F,STx,Cmn,F,F,*,2.115,0.055,30,Transelec,SIC,STx E,Ln,220
207,Paine 220->Punta de Cortes 220,F,MesEne-2020,*,Paine 220,Punta Cortes 220,*,F,F,101,F,F,255.7,255.7,T,T,F,255.7,255.7,220,3.4516,16.4446,T,5,1,F,STx,Cmn,F,F,*,4.408,0.109,30,Transelec,SIC,STX E,Ln,220
208,Alto Jahuel 220->Punta Cortes 220,F,MesEne-2020,*,Alto Jahuel 220,Punta Cortes 220,BarB,F,F,101,F,F,255.7,255.7,T,T,F,255.7,255.7,220,4.8162,22.9459,T,5,1,F,STx,Cmn,F,F,*,6.841,0.166,30,Transelec,SIC,STx E,Ln,220
209,Punta Cortes 220->Tinguiririca 220,F,MesEne-2020,*,Punta Cortes 220,Tinguiririca 220,BarA,F,F,101,F,F,565.7,565.7,T,T,F,565.7,565.7,220,2.00675,9.5608,T,5,1,F,STx,Cmn,F,F,*,6.841,0.166,30,Transelec,SIC,STx E,Ln,220
210,Tinguiririca 220->Teno 220,F,MesEne-2020,*,Tinguiririca 220,Teno 220,BarB,F,F,101,F,F,282.9,282.9,T,T,F,282.9,282.9,220,3.03,14.45,T,5,1,F,STx,Cmn,F,F,*,6.841,0.166,30,Transelec,SIC,STx E,Ln,220
211,Teno 220->Itahue 220,F,MesEne-2020,*,Teno 220,Itahue 220,BarA,F,F,101,F,F,282.9,282.9,T,T,F,282.9,282.9,220,2.97,14.15,T,5,1,F,STx,Cmn,F,F,*,6.841,0.166,30,Transelec,SIC,STx E,Ln,220
212,Tinguiririca 220->Itahue 220,F,MesEne-2020,*,Tinguiririca 220,Itahue 220,*,F,F,101,F,F,282.9,282.9,T,T,T,282.9,282.9,220,6,28.6,T,5,1,F,TxT,Cmn,F,F,*,6.841,0.166,30,Transelec,SIC,TxT,Ln,220
213,Punta Cortes 154->Rancagua 154,F,MesEne-2020,*,Punta Cortes 154,Rancagua 154,*,F,F,101,F,F,358,358,T,T,F,358,358,154,0.5335,1.9305,T,5,1,F,STx,Cmn,F,F,*,4.408,0.109,30,Transelec,SIC,STX E,Ln,154
214,Alto Jahuel 220->Punta Cortes 220 II,F,MesSep-2020,*,Alto Jahuel 220,Punta Cortes 220,BarB,F,F,101,F,F,800,800,T,T,F,500,500,220,0.99148453,8.215157536,T,5,1,T,STx,Cmn,F,F,*,9.914845302,0.267700823,30,Plan de Obra,SIC,STx E,Ln,220
215,Punta Cortes 220->Tinguiririca 220 II,F,MesSep-2020,*,Punta Cortes 220,Tinguiririca 220,BarA,F,F,101,F,F,800,800,T,T,F,500,500,220,1.376951462,11.4090264,T,5,1,T,STx,Cmn,F,F,*,13.76951462,0.371776895,30,Plan de Obra,SIC,STx E,Ln,220
216,Tinguiririca 220->Itahue 220 II,F,MesSep-2020,*,Tinguiririca 220,Itahue 220,*,F,F,101,F,F,800,800,T,T,T,500,500,220,1.131564008,9.375816066,T,5,1,T,TxT,Cmn,F,F,*,11.31564008,0.305522282,30,Plan de Obra,SIC,TxT,Ln,220
217,Punta Cortes 154->Rancagua 154 II,F,MesSep-2020,*,Punta Cortes 154,Rancagua 154,*,F,F,101,F,F,358,358,T,T,F,358,358,154,0.5335,1.9305,T,5,1,F,STx,Cmn,F,F,*,4.408,0.109,30,Transelec,SIC,STX E,Ln,154
218,Tinguiririca 154->San Fernando 154 II,F,MesSep-2020,*,Tinguiririca 154,San Fernando 154,*,F,F,101,F,F,198,198,T,T,F,198,198,154,1.731268,6.735344,T,5,1,F,STx,Cmn,F,F,*,6.841,0.166,30,Transelec,SIC,STX E,Ln,154
219,Paine 220->Paine 154 II,F,MesSep-2020,*,Paine 220,Paine 154,*,F,F,101,F,F,300,300,T,T,F,300,300,220,0.0968,15.488,T,3,1,F,STx,Cmn,F,F,*,0,0,30,Plan de Obra,SIC,STX E,Tr,220/154
220,Punta Cortes 220->Punta Cortes 154 II,F,MesSep-2020,*,Punta Cortes 220,Punta Cortes 154,*,F,F,101,F,F,300,300,T,T,F,300,300,220,0.0968,15.488,T,3,1,F,STx,Cmn,F,F,*,0,0,30,Plan de Obra,SIC,STX E,Tr,220/154
221,Tinguiririca 220->Tinguiririca 154 II,F,MesSep-2020,*,Tinguiririca 220,Tinguiririca 154,BarB,F,F,101,F,F,300,300,T,T,F,300,300,220,0.0968,15.488,T,3,1,F,STx,Cmn,F,F,*,0,0,30,Plan de Obra,SIC,STx E,Tr,220/154
222,Teno 220->Teno 154 II,F,MesSep-2020,*,Teno 220,Teno 154,*,F,F,101,F,F,300,300,T,T,F,300,300,220,0.0968,15.488,T,3,1,F,STx,Cmn,F,F,*,0,0,30,Plan de Obra,SIC,STX E,Tr,220/154
223,Ancoa 220->Itahue 220,T,*,*,Ancoa 220,Itahue 220,*,F,F,101,F,F,800,800,T,T,T,400,400,220,1.3794,13.431,T,3,1,T,TxT,Cmn,F,F,*,10,0.27,30,Transelec,SIC,TxT,Ln,220
224,Pehuenche 220->Ancoa 220,T,*,*,Pehuenche 220,Ancoa 220,BarA,F,F,101,F,F,600,600,F,F,F,600,600,220,0.5082,4.7432,T,3,1,F,TxA,Cmn,F,F,*,10.904,0.274,30,Transelec,SIC,TxA,Ln,220
225,Loma Alta 220->Pehuenche 220,T,*,*,Loma Alta 220,Pehuenche 220,*,F,F,101,F,F,41.16,41.16,F,F,F,41.16,41.16,220,0.484,9.68,T,3,1,F,TxA,Cmn,F,F,*,4.843,0.113,30,Transelec,SIC,TxA,Ln,220
226,Calabozo 220->Ancoa 220,T,*,*,Calabozo 220,Ancoa 220,BarA,F,F,101,F,F,300,300,F,F,F,300,300,220,4.32,21.78,T,5,1,F,TxA,Cmn,F,F,*,0,0,30,Transelec,SIC,TxA,Ln,220
227,Curillinque 154->Itahue 154,T,*,*,Curillinque 154,Itahue 154,BarA,F,F,101,F,F,140,140,F,F,F,140,140,154,11.431112,41.479284,T,3,1,F,STx,Cmn,F,F,*,9.672,0.222,30,Transelec,SIC,TxA,Ln,154
228,Cipreses 154->Curillinque 154,T,*,*,Cipreses 154,Curillinque 154,*,F,F,101,F,F,140,140,F,F,F,140,140,154,1.494108,5.407248,T,3,1,F,STx,Cmn,F,F,*,2.072,0.056,30,Transelec,SIC,TxA,Ln,154
229,Cipreses 154->M. Melado 154,T,*,*,Cipreses 154,M. Melado 154,*,F,F,101,F,F,140,140,F,F,F,140,140,154,3.747128,13.612984,T,3,1,F,STx,Cmn,F,F,*,3.983,0.1,30,Transelec,SIC,TxA,Ln,154
230,M. Melado 154->Itahue 154,T,*,*,M. Melado 154,Itahue 154,BarA,F,F,101,F,F,140,140,F,F,F,140,140,154,9.154376,33.297264,T,3,1,F,STx,Cmn,F,F,*,7.761,0.179,30,Transelec,SIC,TxA,Ln,154
231,Itahue 154->Maule 154,T,*,*,Itahue 154,Maule 154,*,F,F,101,F,F,110,110,T,F,F,110,110,154,6.213592,19.423404,T,3,1,F,STx,Cmn,F,F,*,4.779,0.12,30,Transelec,SIC,STX E,Ln,154
232,Maule 154->Linares 154,T,*,*,Maule 154,Linares 154,*,F,F,101,F,F,110,110,T,F,F,110,110,154,5.881568,18.427332,T,3,1,F,STx,Cmn,F,F,*,3.72,0.087,30,Transelec,SIC,STX E,Ln,154
233,Parral 154->Linares 154,F,*,*,Parral 154,Linares 154,*,F,F,101,F,F,105.84,105.84,T,F,F,105.84,105.84,154,4.790632,15.012228,T,3,1,F,STx,Cmn,F,F,*,3.339,0.078,30,Transelec,SIC,STX E,Ln,154
234,A. Chillan 154->Parral 154,T,*,*,A. Chillan 154,Parral 154,*,F,F,101,F,F,105.84,105.84,T,F,F,105.84,105.84,154,8.561476,26.846512,T,3,1,F,STx,Cmn,F,F,*,5.994,0.142,30,Transelec,SIC,STX E,Ln,154
235,Chillan 154->A. Chillan 154,T,*,*,Chillan 154,A. Chillan 154,*,F,F,101,F,F,94.08,94.08,T,F,F,94.08,94.08,154,0.403172,1.233232,T,3,1,F,STx,Cmn,F,F,*,0.276,0.006,30,Transelec,SIC,STX E,Ln,154
236,Charrua 154->A. Chillan 154,T,*,*,Charrua 154,A. Chillan 154,*,F,F,101,F,F,211.68,211.68,T,F,F,105.84,105.84,154,7.58912,23.787148,T,3,1,F,STx,Cmn,F,F,*,6.016,0.15,30,Transelec,SIC,STX E,Ln,154
237,Charrua 220->Charrua 154,T,*,*,Charrua 220,Charrua 154,BarB,F,F,101,F,F,382.2,382.2,T,T,F,382.2,382.2,220,0.242,13.552,T,3,1,F,STx,Cmn,F,F,*,8.895,0.269,30,Transelec,SIC,STx E,Tr,220/154
238,Antuco 220->Charrua 220,T,*,*,Antuco 220,Charrua 220,BarA,F,F,101,F,F,970.92,970.92,F,F,F,970.92,970.92,220,1.4036,12.8986,T,3,1,F,STx,Cmn,F,F,*,21.237,0.494,30,Transelec,SIC,TxA,Ln,220
239,Toro 220->Antuco 220,T,*,*,Toro 220,Antuco 220,*,F,F,101,F,F,970.92,970.92,F,F,F,970.92,970.92,220,0.363,3.4122,T,3,1,F,TxA,Cmn,F,F,*,10.738,0.27,30,Transelec,SIC,TxA,Ln,220
240,Antuco 220->Trupan 220,T,*,*,Antuco 220,Trupan 220,*,F,F,101,F,F,485.46,485.46,F,F,F,485.46,485.46,220,0.968,9.2444,T,3,1,F,TxA,Cmn,F,F,*,4.793,0.113,30,Transelec,SIC,TxA,Ln,220
241,Trupan 220->Charrua 220,T,*,*,Trupan 220,Charrua 220,BarA,F,F,101,F,F,504.13,504.13,F,F,F,504.13,504.13,220,1.8876,14.6168,T,3,1,F,TxA,Cmn,F,F,*,8.02,0.18,30,Transelec,SIC,TxA,Ln,220
242,Rucue 220->Charrua 220,T,*,*,Rucue 220,Charrua 220,BarA,F,F,101,F,F,330.9,330.9,F,F,F,330.9,330.9,220,1.7182,12.2936,T,3,1,F,TxA,Cmn,F,F,*,0,0,30,Otro,SIC,TxA,Ln,220
243,Pangue 220->Charrua 220,T,*,*,Pangue 220,Charrua 220,BarA,F,F,101,F,F,242.73,242.73,F,F,F,242.73,242.73,220,5.3724,51.5944,T,3,1,F,TxA,Cmn,F,F,*,13.375,0.726,30,Otro,SIC,TxA,Ln,220
244,Pangue 220->Trupan 220,T,*,*,Pangue 220,Trupan 220,*,F,F,101,F,F,242.73,242.73,F,F,F,242.73,242.73,220,3.5816,34.4124,T,3,1,F,TxA,Cmn,F,F,*,11.525,0.242,30,Transelec,SIC,TxA,Ln,220
245,Mampil 220->Rucue 220,T,*,*,Mampil 220,Rucue 220,*,F,F,101,F,F,266.56,266.56,F,F,F,266.56,266.56,220,2.2748,10.7932,T,3,1,F,TxA,Cmn,F,F,*,0,0,30,Otro,SIC,TxA,Ln,220
246,Abanico 154->Charrua 154,T,*,*,Abanico 154,Charrua 154,BarA,F,F,101,F,F,150,150,F,F,F,150,150,154,10.695916,32.467204,T,3,1,F,STx,Cmn,F,F,*,11.751,0.286,30,Transelec,SIC,TxA,Ln,154
247,Concepcion 154->Charrua 154,T,*,*,Concepcion 154,Charrua 154,*,F,F,101,F,F,168,168,T,T,F,168,168,154,9.533832,29.028384,T,3,1,F,STx,Cmn,F,F,*,7.326,0.196,30,Transelec,SIC,STX E,Ln,154
248,San Vicente 154->Concepcion 154,T,*,*,San Vicente 154,Concepcion 154,*,F,F,101,F,F,295,295,T,T,F,295,295,154,0.865634,2.336026,T,3,1,F,STx,Cmn,F,F,*,10.266,0.302,30,Transelec,SIC,STX E,Ln,154
249,Petroquim 154->San Vicente 154,T,*,*,Petroquim 154,San Vicente 154,*,F,F,101,F,F,320,320,T,T,F,320,320,154,0.130438,0.47432,T,3,1,F,STx,Cmn,F,F,*,1.162,0.037,30,Transelec,SIC,STX E,Ln,154
250,Hualpen 154->Petroquim 154,T,*,*,Hualpen 154,Petroquim 154,*,F,F,101,F,F,320,320,T,T,F,320,320,154,0.142296,0.545468,T,3,1,F,STx,Cmn,F,F,*,1.256,0.039,30,Transelec,SIC,STX E,Ln,154
251,Hualpen 220->Hualpen 154,T,*,*,Hualpen 220,Hualpen 154,BarB,F,F,101,F,F,300,300,T,T,F,300,300,220,0.2904,15.5848,T,3,1,F,STx,Cmn,F,F,*,7.49,0.227,30,Transelec,SIC,STX E,Tr,220/154
252,Hualpen 154->Mapal 154,T,*,*,Hualpen 154,Mapal 154,*,F,F,101,F,F,209,209,T,T,F,209,209,154,1.138368,4.38746,T,3,1,F,STx,Cmn,F,F,*,2.487,0.073,30,Transelec,SIC,STX E,Ln,154
253,Mapal 154->Fopaco 154,T,*,*,Mapal 154,Fopaco 154,*,F,F,101,F,F,209,209,T,T,F,209,209,154,0.640332,2.49018,T,3,1,F,STx,Cmn,F,F,*,1.016,0.029,30,Transelec,SIC,STX E,Ln,154
254,Fopaco 154->Coronel 154,T,*,*,Fopaco 154,Coronel 154,*,F,F,101,F,F,209,209,T,T,F,209,209,154,0.782628,3.011932,T,3,1,F,STx,Cmn,F,F,*,1.165,0.033,30,Transelec,SIC,STX E,Ln,154
255,Coronel 154->Coronel 066,T,*,*,Coronel 154,Coronel 066,*,F,F,101,F,F,118,118,F,F,F,59,59,154,0.2904,18.1917,T,3,1,F,STx,Cmn,F,F,*,3.095,0.112,30,Transelec,SIC,STX E,Tr,154/66
256,Coronel 066->Arauco 066,T,*,*,Coronel 066,Arauco 066,*,F,F,101,F,F,69,69,F,F,F,69,69,66,4.234032,5.2272,T,3,1,F,STx,Cmn,F,F,*,1.253,0.041,30,Transelec,SIC,STX E,Ln,66
257,Coronel 066->Color 066,T,*,*,Coronel 066,Color 066,*,F,F,101,F,F,48,48,F,F,F,24,24,66,2.42847,2.833578,T,3,1,F,STx,Cmn,F,F,*,1.656,0.052,30,Transelec,SIC,STX E,Ln,66
258,Color 066->Concepcion 066,T,*,*,Color 066,Concepcion 066,*,F,F,101,F,F,48,48,F,F,F,24,24,66,2.40669,2.807442,T,3,1,F,STx,Cmn,F,F,*,1.972,0.065,30,Transelec,SIC,STX E,Ln,66
259,Concepcion 154->Concepcion 066,T,*,*,Concepcion 154,Concepcion 066,*,F,F,101,F,F,121,121,F,F,F,59,59,154,0.284592,18.190172,T,3,1,F,STx,Cmn,F,F,*,6.064,0.213,30,Transelec,SIC,STX E,Tr,154/66
260,Charrua 220->Concepcion 220,T,*,*,Charrua 220,Concepcion 220,BarB,F,F,101,F,F,600,600,T,T,F,450,450,220,3.1949,14.0671,T,3,1,F,STx,Cmn,F,F,*,12.225,0.297,30,Transelec,SIC,STx E,Ln,220
261,Concepcion 220->Concepcion 154,T,*,*,Concepcion 220,Concepcion 154,*,F,F,101,F,F,300,300,T,T,F,300,300,220,0.242,14.52,T,3,1,F,STx,Cmn,F,F,*,5.062,0.154,30,Transelec,SIC,STX E,Tr,220/154
262,Charrua 220->Lagunillas 220,T,*,*,Charrua 220,Lagunillas 220,*,F,F,101,F,F,300,300,T,T,T,300,300,220,2.75,20.98,T,3,1,F,TxT,Cmn,F,F,*,5.062,0.154,30,Transelec,SIC,TxT,Ln,220
263,Lagunillas 154->Coronel 154,T,*,*,Lagunillas 154,Coronel 154,*,F,F,101,F,F,600,600,T,T,F,450,450,220,0.161,9.68,T,3,1,F,STx,Cmn,F,F,*,5.062,0.154,30,Transelec,SIC,STx E,Ln,154
264,Lagunillas 220->Hualpen 220,T,*,*,Lagunillas 220,Hualpen 220,*,F,F,101,F,F,600,600,T,T,F,450,450,220,0.8968,4.5645,T,3,1,F,STx,Cmn,F,F,*,5.062,0.154,30,Transelec,SIC,STx E,Ln,220
265,Charrua 220->Hualpen 220,T,*,*,Charrua 220,Hualpen 220,*,F,F,101,F,F,229.6,229.6,T,T,T,229.6,229.6,220,3.08,23.4976,T,3,1,F,TxT,Cmn,F,F,*,5.062,0.154,30,Transelec,SIC,TxT,Ln,220
266,Charrua 220->Esperanza 220,F,*,*,Charrua 220,Esperanza 220,*,F,F,101,F,F,225,225,T,T,T,225,225,220,7.0664,36.1548,T,5,1,T,TxT,Ret,F,F,*,26.814,0.585,30,Transelec,SIC,TxT,Ln,220
267,Charrua 220->Charrua 500,T,*,*,Charrua 220,Charrua 500,*,F,F,101,F,F,1300,1300,T,T,T,1300,1300,500,0.25,24.375,T,5,1,T,TxT,Cmn,F,F,*,43.11,1.17,30,Transelec,SIC,TxT,Tr,220/500
268,Charrua 500->Ancoa 500,T,*,MesNov-2017,Charrua 500,Ancoa 500,*,F,F,101,F,F,2600,2600,T,T,T,1600,1600,500,2.4379,15.952,T,5,1,T,TxT,Cmn,F,F,*,144,3,30,Transelec,SIC,TxT,Ln,500
269,Esperanza 220->Temuco 220,F,*,*,Esperanza 220,Temuco 220,*,F,F,101,F,F,225,225,T,T,T,225,225,220,8.0828,41.2852,T,5,1,T,TxT,Ret,F,F,*,31.33,0.76,30,Transelec,SIC,TxT,Ln,220
270,Charrua 220->Tap Laja 220,T,*,*,Charrua 220,El Rosal 220,*,F,F,101,F,F,264,264,T,T,T,264,264,220,1.387208721,7.091162791,T,5,1,T,TxT,Ret,F,F,*,31.33,0.76,30,Transelec,SIC,TxT,Ln,220
271,Tap Laja 220->Duqueco 220,T,*,*,El Rosal 220,Duqueco 220,*,F,F,101,F,F,264,264,T,T,T,264,264,220,2.28265562,11.66852713,T,5,1,T,TxT,Ret,F,F,*,31.33,0.76,30,Transelec,SIC,TxT,Ln,220
272,Duqueco 220->Temuco 220,T,*,*,Duqueco 220,Temuco 220,*,F,F,101,F,F,264,264,T,T,T,264,264,220,11.47933566,58.68031008,T,5,1,T,TxT,Ret,F,F,*,31.33,0.76,30,Transelec,SIC,TxT,Ln,220
273,Temuco 220->Temuco 066,T,*,*,Temuco 220,Temuco 066,BarB,F,F,101,F,F,172.9,172.9,T,F,F,172.9,172.9,220,0,52.9012,T,3,1,F,STx,Cmn,F,F,*,15.726,0.362,30,Transelec,SIC,STx E,Tr,220/66
274,Temuco 066-Padre Las Casas 066,T,*,*,Temuco 066,Padre Las Casas 066,*,F,F,101,F,F,56,56,F,F,F,28,28,66,1.7446,1.8949,T,3,1,F,STx,Cmn,F,F,*,0,0,30,CGE Transmision,SIC,STX E,Ln,66
275,Padre Las Casas 066->Metrenco 066,T,*,*,Padre Las Casas 066,Metrenco 066,*,F,F,101,F,F,56,56,F,F,F,28,28,66,1.2393,1.3438,T,3,1,F,STx,Cmn,F,F,*,0,0,30,CGE Transmision,SIC,STX E,Ln,66
276,Metrenco 066->Pitrufquen 066,T,*,*,Metrenco 066,Pitrufquen 066,*,F,F,101,F,F,56,56,F,F,F,28,28,66,3.32145,3.606768,T,3,1,F,STx,Cmn,F,F,*,0,0,30,CGE Transmision,SIC,STX E,Ln,66
277,Pitrufquen 066->Loncoche 066,T,*,*,Pitrufquen 066,Loncoche 066,*,F,F,101,F,F,56,56,F,F,F,28,28,66,8.69022,9.435096,T,3,1,F,STx,Cmn,F,F,*,0,0,30,CGE Transmision,SIC,STX E,Ln,66
278,Loncoche 066->Pullinque 066,T,*,*,Loncoche 066,Pullinque 066,BarB,F,F,101,F,F,64,64,F,F,F,32,32,66,6.73,9.0583,T,3,1,F,STx,Cmn,F,F,*,0,0,30,CGE Transmision,SIC,TxA,Ln,66
279,Pitrufquen 066->Loncoche 066 II,F,MesEne-2023,*,Pitrufquen 066,Loncoche 066,*,F,F,101,F,F,56,56,F,F,F,28,28,66,8.69022,9.435096,T,3,1,F,STx,Cmn,F,F,*,0,0,30,CGE Transmision,SIC,STX E,Ln,66
280,Loncoche 066->Pullinque 066 II,F,MesEne-2023,*,Loncoche 066,Pullinque 066,BarB,F,F,101,F,F,64,64,F,F,F,32,32,66,6.73,9.0583,T,3,1,F,STx,Cmn,F,F,*,0,0,30,CGE Transmision,SIC,TxA,Ln,66
281,Pullinque 066->Panguipulli 066,T,*,*,Pullinque 066,Panguipulli 066,*,F,F,101,F,F,54,54,F,F,F,27,27,66,1.2175,1.566,T,3,1,F,STx,Cmn,F,F,*,0,0,30,CGE Transmision,SIC,STX F,Ln,66
282,Panguipulli 066->Los Lagos 066,T,*,*,Panguipulli 066,Los Lagos 066,*,F,F,101,F,F,54,54,F,F,F,27,27,66,5.3971,6.9348,T,3,1,F,STx,Cmn,F,F,*,0,0,30,STS,SIC,STX F,Ln,66
283,Los Lagos 066->Valdivia 066,T,*,*,Los Lagos 066,Valdivia 066,*,F,F,101,F,F,54,54,F,F,F,27,27,66,14.3007,17.3935,T,3,1,F,STx,Cmn,F,F,*,0,0,30,STS,SIC,STX F,Ln,66
284,Valdivia 066->Chumpullo 066,T,*,*,Valdivia 066,Chumpullo 066,BarB,F,F,101,F,F,24,24,F,F,F,24,24,66,0.444312,0.483516,T,3,1,F,STx,Cmn,F,F,*,0,0,30,STS,SIC,TxA,Ln,66
285,Valdivia 066->Picarte 066,T,*,*,Valdivia 066,Picarte 066,*,F,F,101,F,F,24,24,F,F,F,24,24,66,2.661516,2.87496,T,3,1,F,STx,Cmn,F,F,*,0,0,30,STS,SIC,STX F,Ln,66
286,Picarte 066->La Union 066,F,*,*,Picarte 066,La Union 066,*,F,F,101,F,F,18,18,F,F,F,18,18,66,33.9158,24.5243,T,3,1,F,STx,Cmn,F,F,*,0,0,30,STS,SIC,STX F,Ln,66
287,Los Lagos 066->Paillaco 066,T,*,*,Los Lagos 066,Paillaco 066,*,F,F,101,F,F,24,24,F,F,F,24,24,66,9.348,9.7139,T,3,1,F,STx,Cmn,F,F,*,0,0,30,STS,SIC,STX F,Ln,66
