LinINum,LinNom,LinFOpe,LinFecOpeIni,LinFecOpeFin,LinBarA,LinBarB,LinBarSis,LinFPrtFlu,LinFPrtHis,LinNIntHis,LinFPrtInd,LinFCC,LinPotMaxA->B,LinPotMaxB->A,LinFMax,LinFPri,LinFN-1,LinPotN-1A->B,LinPotN-1B->A,LinVolt,LinR,LinX,LinFPer,LinNTra,LinDisEne,LinFPeaCal,LinPeaSis,LinPeaTip,LinFTipDef,LinFInv,LinFecInv,LinVI,LinCOMA,LinVidUti,LinEmp,LinAux,LinAux,LinAux,LinAux
288,Paillaco 066->Pichirro 066,T,*,*,Paillaco 066,Pichirro 066,*,F,F,101,F,F,24,24,F,F,F,24,24,66,0.374616,0.39204,T,3,1,F,STx,Cmn,F,F,*,0,0,30,STS,SIC,STx F,Ln,66
289,Pichirro 066->La Union 066,T,*,*,Pichirro 066,La Union 066,*,F,F,101,F,F,24,24,F,F,F,24,24,66,11.4171,11.8614,T,3,1,F,STx,Cmn,F,F,*,0,0,30,STS,SIC,STx F,Ln,66
290,Pichirro 066->La Union 066 II,F,MesEne-2023,*,Pichirro 066,La Union 066,*,F,F,101,F,F,24,24,F,F,F,24,24,66,11.4171,11.8614,T,3,1,F,STx,Cmn,F,F,*,0,0,30,STS,SIC,STx F,Ln,66
291,LaUnion 066->Osorno 066,T,*,*,La Union 066,Osorno 066,*,F,F,101,F,F,42,42,F,F,F,18,18,66,11.9224,8.3265,T,3,1,F,STx,Cmn,F,F,*,0,0,30,STS,SIC,STX F,Ln,66
292,LaUnion 066->Osorno 066 II,F,MesEne-2023,*,La Union 066,Osorno 066,*,F,F,101,F,F,42,42,F,F,F,18,18,66,11.9224,8.3265,T,3,1,F,STx,Cmn,F,F,*,0,0,30,STS,SIC,STX F,Ln,66
293,Osorno 066->Rahue 066,T,*,*,Osorno 066,Rahue 066,*,F,F,101,F,F,74,74,F,F,F,37,37,66,0.5184,0.6447,T,3,1,F,STx,Cmn,F,F,*,0,0,30,STS,SIC,STX F,Ln,66
294,Rahue 066->Purranque 066,T,*,*,Rahue 066,Purranque 066,*,F,F,101,F,F,18,18,F,F,F,18,18,66,26.2841,18.4477,T,3,1,F,STx,Cmn,F,F,*,0,0,30,STS,SIC,STX F,Ln,66
295,Purranque 066->Frutillar 066,T,*,*,Purranque 066,Frutillar 066,*,F,F,101,F,F,18,18,F,F,F,18,18,66,15.9038,11.1601,T,3,1,F,STx,Cmn,F,F,*,0,0,30,STS,SIC,STX F,Ln,66
296,Frutillar 066-Puerto Varas 066,T,*,*,Frutillar 066,Puerto Varas 066,*,F,F,101,F,F,18,18,F,F,F,18,18,66,13.1116,9.1999,T,3,1,F,STx,Cmn,F,F,*,0,0,30,STS,SIC,STX F,Ln,66
297,Rahue 066->Puerto Varas 066,T,*,*,Rahue 066,Puerto Varas 066,*,F,F,101,F,F,18,18,F,F,F,18,18,66,55.2994,38.8076,T,3,1,F,STx,Cmn,F,F,*,0,0,30,STS,SIC,STX F,Ln,66
298,Puerto Varas 066->Puerto Montt 066,T,*,*,Puerto Varas 066,Puerto Montt 066,*,F,T,101,F,F,18,18,F,F,F,18,18,66,4.4468,3.2518,T,3,1,F,STx,Cmn,F,F,*,0,0,30,STS,SIC,STX F,Ln,66
299,Valdivia 220->Valdivia 066,T,*,*,Valdivia 220,Valdivia 066,BarB,F,F,101,F,F,76.7,76.7,T,F,F,76.7,76.7,220,0,105.8024,T,3,1,F,STx,Cmn,F,F,*,15.726,0.362,30,Transelec,SIC,STx F,Tr,220/66
300,Rahue 220->Rahue 066,T,*,*,Rahue 220,Rahue 066,BarB,T,T,101,F,F,76.7,76.7,T,F,F,76.7,76.7,220,0,95.832,T,3,1,F,STx,Cmn,F,F,*,11.315,0.253,30,Transelec,SIC,STx F,Tr,220/66
301,Osorno 066->Puerto Montt 066,F,*,*,Osorno 066,Puerto Montt 066,*,F,T,101,F,F,23.4,23.4,F,F,F,23.4,23.4,66,62.669772,46.012428,T,3,1,F,STx,Cmn,F,F,*,15.726,0.362,30,Transelec,SIC,STX F,Ln,66
302,Puerto Montt 220->Puerto Montt 066,T,*,*,Puerto Montt 220,Puerto Montt 066,BarB,F,T,101,F,F,137,137,T,F,F,137,137,220,3.761,57.13989335,T,5,1,F,STx,Cmn,F,F,*,11.404,0.258,30,Transelec,SIC,STx F,Tr,220/66
303,Canutillar 220->Puerto Montt 220,T,*,*,Canutillar 220,Puerto Montt 220,BarA,T,T,101,F,F,172,172,F,F,F,172,172,220,3.0008,11.858,T,3,1,F,TxA,Cmn,F,F,*,7.763,0.176,30,Transelec,SIC,TxA,Ln,220
304,Charrua 220->Cautin 220,F,*,*,Charrua 220,Cautin 220,*,F,F,101,F,F,1000,1000,T,T,T,500,500,220,4.9852,30.1774,T,5,1,T,TxT,Ret,F,F,*,61.5,1.535,30,Transelec,SIC,TxT,Ln,220
305,Charrua 220->Mulchen 220,T,*,*,Charrua 220,Mulchen 220,*,F,F,101,F,F,1000,1000,T,T,T,500,500,220,1.662708958,10.06503918,T,5,1,T,TxT,Ret,F,F,*,61.5,1.535,30,Transelec,SIC,TxT,Ln,220
306,Mulchen 220->Cautin 220,T,*,MesJun-2019,Mulchen 220,Cautin 220,*,T,T,101,F,F,1000,1000,T,T,T,500,500,220,3.322491042,20.11236082,T,5,1,T,TxT,Ret,F,F,*,61.5,1.535,30,Transelec,SIC,TxT,Ln,220
307,Mulchen 220->Rio Malleco 220,T,MesJul-2019,*,Mulchen 220,Rio Malleco 220,*,F,F,101,F,F,1000,1000,T,T,T,500,500,220,1.02606341,6.211170253,T,5,1,T,TxT,Ret,F,F,*,61.5,1.535,30,Transelec,SIC,TxT,Ln,220
308,Rio Malleco 220->Cautin 220,T,MesJul-2019,*,Rio Malleco 220,Cautin 220,*,T,T,101,F,F,1000,1000,T,T,T,500,500,220,2.296427632,13.90119057,T,5,1,T,TxT,Ret,F,F,*,61.5,1.535,30,Transelec,SIC,TxT,Ln,220
309,Temuco 220->Cautin 220,T,*,*,Temuco 220,Cautin 220,*,T,T,101,F,F,386,386,T,T,T,193,193,220,0.6103,1.9311,T,5,1,T,TxA,Ret,F,F,*,1.3522,0.03095,30,Transelec,SIC,TxA,Ln,220
310,Puerto Montt 220->Rahue 220 II,F,MesEne-2016,*,Puerto Montt 220,Rahue 220,*,F,T,101,F,F,348,348,T,T,T,348,348,220,5.4935,22.7965,T,5,1,T,TxT,Iny,F,F,*,11.404,0.258,30,Plan de Obra,SIC,TxT,Ln,220
311,Puerto Montt 220->Valdivia 220 II,F,MesEne-2016,*,Puerto Montt 220,Valdivia 220,*,F,T,101,F,F,332,332,T,T,T,332,332,220,15.4163,41.3134,T,5,1,T,TxT,Iny,F,F,*,23.359,0.541,30,Plan de Obra,SIC,TxT,Ln,220
312,Puerto Montt 220->Temuco 220 II,F,MesEne-2016,*,Puerto Montt 220,Temuco 220,*,F,T,101,F,F,332,332,T,T,T,332,332,220,25.7245,74.028,T,5,1,T,TxT,Iny,F,F,*,36.567,0.814,30,Plan de Obra,SIC,TxT,Ln,220
313,Temuco 220->Cautin 220 II,F,MesEne-2016,*,Temuco 220,Cautin 220,*,F,F,101,F,F,332,332,T,T,T,332,332,220,0.6103,1.9311,T,5,1,T,TxT,Ret,F,F,*,1.3522,0.03095,30,Plan de Obra,SIC,TxT,Ln,220
314,Valdivia 220->Cautin 220 II,F,MesEne-2016,*,Valdivia 220,Cautin 220,*,F,F,101,F,F,332,332,T,T,T,332,332,220,8.567,27.061,T,5,1,T,TxT,Iny,F,F,*,123.556,2.952,30,Plan de Obra,SIC,TxT,Ln,220
315,Sadi 220->Polpaico 220,F,MesEne-2012,*,Sadi 220,Polpaico 220,*,F,F,101,F,F,400,400,T,F,T,400,400,220,4.6706,19.6988,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,Otro,SIC,TxT,Ln,220
316,Sadi Sur 220->Valdivia 220,F,MesAbr-2010,*,Sadi Sur 220,Valdivia 220,*,F,F,101,F,F,500,500,T,F,T,250,250,220,4.6706,19.6988,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,Otro,SIC,TxT,Ln,220
317,Valdivia 220->Cautin 220,T,*,MesDic-2016,Valdivia 220,Cautin 220,*,F,F,101,F,F,332,332,T,T,T,166,166,220,15.0549,59.53801,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
318,Valdivia 220->Ciruelos 220,T,*,*,Valdivia 220,Ciruelos 220,*,T,T,101,F,F,332,332,T,T,T,166,166,220,5.46084,14.5547325,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
319,Ciruelos 220->Cautin 220 II,F,*,MesDic-2027,Ciruelos 220,Cautin 220,*,F,F,101,F,F,332,332,T,T,T,145,145,220,13.55109,46.5494575,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
320,Ciruelos 220->Cautin 220,T,*,MesOct-2019,Ciruelos 220,Cautin 220,*,T,T,101,F,F,192,192,T,T,T,192,192,220,11.57,45.7,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
321,Ciruelos 220->Rio Tolten 220 I,T,*,*,Ciruelos 220,Rio Tolten 220,*,T,T,101,F,F,145,145,T,T,T,145,145,220,6.94,18.28,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
322,Rio Tolten 220->Rio Tolten 220 Aux,T,*,*,Rio Tolten 220,Rio Tolten 220 Aux,*,F,F,101,F,F,145,145,T,T,T,145,145,220,0,0.001,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
323,Rio Tolten 220 Aux->Cautin 220 I,T,*,*,Rio Tolten 220 Aux,Cautin 220,*,F,F,101,F,F,145,145,T,T,T,145,145,220,4.63,27.42,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
324,Ciruelos 220->Rio Tolten 220 II,T,MesNov-2019,*,Ciruelos 220,Rio Tolten 220,*,T,T,101,F,F,192,192,T,T,T,192,192,220,6.94,18.28,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
325,Rio Tolten 220 Aux->Cautin 220 II,T,MesNov-2019,*,Rio Tolten 220 Aux,Cautin 220,*,F,F,101,F,F,192,192,T,T,T,192,192,220,4.63,27.42,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
326,Rahue 220->Valdivia 220,T,*,MesAbr-2018,Rahue 220,Valdivia 220,*,F,F,101,F,F,182,182,T,T,T,182,182,220,10.648,42.108,T,5,1,T,TxT,Iny,F,F,*,11.315,0.253,30,Transelec,SIC,TxT,Ln,220
327,Puerto Montt 220->Rahue 220,T,*,MesNov-2016,Puerto Montt 220 Aux,Rahue 220,*,T,T,101,F,F,183,183,T,T,T,183,183,220,10.987,45.593,T,5,1,T,TxT,Iny,F,F,*,11.404,0.258,30,Transelec,SIC,TxT,Ln,220
328,Puerto Montt 220->Rahue 220 III,T,MesDic-2016,MesAbr-2020,Puerto Montt 220 Aux,Rahue 220,*,T,T,101,F,F,366,366,T,T,T,183,183,220,6.71344,22.19468,T,5,1,T,TxT,Iny,F,F,*,11.404,0.258,30,Transelec,SIC,TxT,Ln,220
329,Puerto Montt 220 Aux->Frutillar Norte 220,T,MesMay-2020,*,Puerto Montt 220 Aux,Frutillar Norte 220,*,T,T,101,F,F,366,366,T,T,T,366,366,220,2.835067568,9.372753378,T,5,1,T,TxT,Iny,F,F,*,11.404,0.258,30,Transelec,SIC,TxT,Ln,220
330,Frutillar Norte 220->Frutillar Norte 220 Aux,T,MesMay-2020,*,Frutillar Norte 220,Frutillar Norte 220 Aux,*,F,T,101,F,F,366,366,T,T,T,183,183,220,0,0.0001,T,5,1,T,TxT,Iny,F,F,*,11.404,0.258,30,Transelec,SIC,TxT,Ln,220
331,Frutillar Norte 220 Aux->Rahue 220,T,MesMay-2020,*,Frutillar Norte 220 Aux,Rahue 220,*,T,T,101,F,F,366,366,T,T,T,366,366,220,3.878372432,12.82192662,T,5,1,T,TxT,Iny,F,F,*,11.404,0.258,30,Transelec,SIC,TxT,Ln,220
332,Pichirropulli 220->Valdivia 220,T,MesMay-2018,MesAgo-2018,Pichirropulli 220 Aux,Valdivia 220,*,F,F,101,F,F,290,290,T,T,T,145,145,220,4.73,12.49,T,3,1,T,TxT,Ret,F,F,*,10.774,0.25,30,CNE,SIC,TxT,Ln,220
333,Pichirropulli 220->Rahue 220,T,MesMay-2018,MesDic-2027,Pichirropulli 220,Rahue 220,*,T,F,101,F,F,366,366,T,T,T,183,183,220,5.022643363,19.86227148,T,3,1,T,TxT,Iny,F,F,*,6.465,0.15,30,CNE,SIC,TxT,Ln,220
334,Ciruelos 220->Pichirropulli 220,T,MesMay-2018,MesAbr-2020,Ciruelos 220,Pichirropulli 220 Aux,*,T,T,101,F,F,580,580,T,T,F,290,290,220,3.34,13.323,T,3,1,T,TxT,Iny,F,F,*,36.678,0.513,30,CNE,SIC,TxT,Ln,220
335,Ciruelos 220->Cerros de Huichahue 220 Aux II,T,MesMay-2020,*,Ciruelos 220,Cerros de Huichahue 220 Aux,*,T,T,101,F,F,580,580,T,T,F,290,290,220,2.374216867,9.470566265,T,3,1,T,TxT,Iny,F,F,*,36.678,0.513,30,CNE,SIC,TxT,Ln,220
336,Cerros de Huichahue 220 Aux->Cerros de Huichahue 220 II,T,MesMay-2020,*,Cerros de Huichahue 220 Aux,Cerros de Huichahue 220,*,F,F,101,F,F,580,580,T,T,T,290,290,220,0,0.0001,T,3,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
337,Cerros de Huichahue 220->Pichirropulli 220 Aux II,T,MesMay-2020,*,Cerros de Huichahue 220,Pichirropulli 220 Aux,*,F,F,101,F,F,580,580,T,T,F,290,290,220,0.965783133,3.852433735,T,3,1,T,TxT,Iny,F,F,*,36.678,0.513,30,CNE,SIC,TxT,Ln,220
338,Pichirropulli 220->Pichirropulli 220 Aux,T,MesMay-2018,*,Pichirropulli 220,Pichirropulli 220 Aux,*,F,F,101,F,F,944,944,T,T,T,435,435,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
339,Pichirropulli 220->Puerto Montt 220,T,MesJul-2021,MesDic-2027,Pichirropulli 220,Puerto Montt 220 Aux,*,T,T,101,F,F,1320,1320,T,T,T,660,660,220,1.61,19.73,T,3,1,T,TxT,Ret,F,F,*,32.69,0.458,30,CNE,SIC,TxT,Ln,220
340,Charrua 220->Nueva Charrua 220,T,MesDic-2018,*,Charrua 220,Nueva Charrua 220,*,F,F,101,F,F,2000,2000,T,T,T,1000,1000,220,0.1,1.44,T,5,1,T,TxT,Ret,F,F,*,61.5,1.535,30,CNE,SIC,TxT,Ln,220
341,Nueva Charrua 500->Nueva Charrua 220,T,MesDic-2017,*,Nueva Charrua 500,Nueva Charrua 220,*,F,F,101,F,F,750,750,T,T,T,750,750,500,0.5,48.75,T,5,1,T,TxT,Ret,F,F,*,61.5,1.535,30,CNE,SIC,TxT,Tr,500/220
342,Nueva Charrua 500->Ancoa 500 Aux Sur,T,MesDic-2017,*,Nueva Charrua 500,Ancoa 500 Aux Sur,*,F,F,101,F,F,2600,2600,T,T,T,1600,1600,500,2.2466,14.7003,T,5,1,T,TxT,Ret,F,F,*,61.5,1.535,30,CNE,SIC,TxT,Ln,500
343,Nueva Charrua 500->Charrua 500,T,MesDic-2017,*,Charrua 500,Nueva Charrua 500,*,F,F,101,F,F,2600,2600,T,T,T,1300,1300,500,0.191287859,1.251660825,T,5,1,T,TxT,Ret,F,F,*,61.5,1.535,30,CNE,SIC,TxT,Ln,500
344,Charrua 500->Ancoa 500 Aux Sur III,T,MesFeb-2018,*,Charrua 500,Ancoa 500 Aux Sur,*,F,F,101,F,F,1500,1500,T,T,T,1500,1500,500,4.8758,31.904,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,500
345,Pichirropulli 500->Charrua 500,F,MesFeb-2023,*,Pichirropulli 500,Charrua 500,*,F,F,101,F,F,1500,1500,T,T,T,750,750,500,4.88,31.9,T,5,1,T,TxT,Cmn,F,F,*,229.513,1.52,30,CNE,SIC,TxT,Ln,500
346,Pichirropulli 500->Pichirropulli 220,F,MesFeb-2023,*,Pichirropulli 500,Pichirropulli 220,*,F,F,101,F,F,771,771,T,T,T,771,771,500,0.5,48.75,T,5,1,T,TxT,Cmn,F,F,*,16.0925,0.3475,30,CNE,SIC,TxT,Tr,500/220
347,Puerto Montt 500->Pichirropulli 500,F,MesFeb-2023,*,Puerto Montt 500,Pichirropulli 500,*,F,T,101,F,F,1500,1500,T,T,T,750,750,500,8.29,54.24,T,5,1,T,TxT,Cmn,F,F,*,229.513,1.52,30,CNE,SIC,TxT,Ln,500
348,Puerto Montt 500->Puerto Montt 220,T,MesEne-2028,*,Puerto Montt 500,Puerto Montt 220,*,T,T,101,F,F,771,771,T,T,T,771,771,500,0.5,48.75,T,5,1,T,TxT,Cmn,F,F,*,16.0925,0.3475,30,CNE,SIC,TxT,Tr,500/220
349,Puerto Montt 220->Puerto Montt 220 Aux I,T,*,MesJun-2021,Puerto Montt 220,Puerto Montt 220 Aux,*,T,T,101,F,F,366,366,T,T,T,183,183,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
350,Puerto Montt 220->Puerto Montt 220 Aux II,T,MesJul-2021,*,Puerto Montt 220,Puerto Montt 220 Aux,*,T,T,101,F,F,732,732,T,T,T,549,549,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
351,Colbun 220->Ancoa 220,T,*,*,Colbun 220,Ancoa 220,*,F,F,101,T,F,600,600,T,T,T,600,600,220,0,0.0001,T,3,1,T,TxT,Cmn,F,F,*,0,0,30,Colbun S.A.,SIC,TxT,Ln,220
352,Alto Jahuel 500->Alto Jahuel 220 II,F,MesAbr-2014,*,Alto Jahuel 500,Alto Jahuel 220,*,F,F,101,F,F,1542.52,1542.52,T,T,T,771.26,771.26,500,0.25,24.5,T,5,1,T,TxT,Cmn,F,F,*,43.11,1.17,30,CNE,SIC,TxT,Tr,500/220
353,Alto Jahuel 500->Los Almendros 500 I,F,MesAbr-2027,*,Alto Jahuel 500,Los Almendros 500,*,F,F,101,F,F,1800,1800,T,T,T,1200,1200,500,1.13,12.77,T,5,1,T,TxT,Cmn,F,F,*,25.525,0.174,30,CNE,SIC,TxT,Ln,500
354,Los Almendros 500-> Polpaico 500 I,F,MesAbr-2027,*,Los Almendros 500,Polpaico 500,*,F,F,101,F,F,1800,1800,T,T,T,1200,1200,500,1.61,18.2,T,5,1,T,TxT,Cmn,F,F,*,25.525,0.174,30,CNE,SIC,TxT,Ln,500
355,Los Almendros 500->Los Almendros 220 I,F,MesAbr-2027,*,Los Almendros 500,Los Almendros 220,*,F,F,101,F,F,750,750,T,T,T,750,750,500,0.5,33.4,T,5,1,T,TxT,Cmn,F,F,*,16.0925,0.3475,30,CNE,SIC,TxT,Tr,500/220
356,Chacaya SING 500->Cardones 500,F,MesEne-2017,*,Chacaya SING 500,Cardones 500,*,F,F,101,F,F,900,900,T,T,T,900,900,500,5,41,T,5,1,T,TxT,Iny,F,F,*,600,13,30,CNE,SIC,TxT,Ln,500
357,Ancoa 500->Ancoa 500 Aux Sur,T,MesDic-2017,*,Ancoa 500,Ancoa 500 Aux Sur,*,F,F,101,F,F,4500,4500,T,T,T,3000,3000,500,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,500
358,Los Changos 500->Cumbre 500,T,MesAgo-2017,*,Los Changos 500,Cumbre 500,*,F,F,101,F,F,3000,3000,T,T,T,1500,1500,500,4.295,18.71645,T,3,1,T,TxT,Lat,F,F,*,600,13,30,CNE,CNE,TxT,Ln,500
359,Los Changos 500->Los Changos 220,T,MesAgo-2017,*,Los Changos 500,Los Changos 220,*,F,F,101,F,F,750,750,T,T,T,750,750,500,0.5,48.75,T,5,1,T,TxT,Cmn,F,F,*,16.0925,0.3475,30,CNE,SIC,TxT,Tr,500/220
360,Cumbre 500->Cardones 500,T,MesAgo-2017,*,Cumbre 500,Cardones 500,*,F,F,101,F,F,3000,3000,T,T,T,1500,1500,500,2.03,11.3825,T,3,1,T,TxT,Lat,F,F,*,600,13,30,CNE,CNE,TxT,Ln,500
361,Los Changos 500->Los Changos 220 II,T,MesAgo-2017,*,Los Changos 500,Los Changos 220,*,F,F,101,F,F,750,750,T,T,T,750,750,500,0.5,48.75,T,5,1,T,TxT,Cmn,F,F,*,16.0925,0.3475,30,CNE,SIC,TxT,Tr,500/220
362,Diego de Almagro 220->Cumbre 220 I,T,MesNov-2019,*,Diego de Almagro 220,Cumbre 220 Aux,*,F,F,101,F,F,600,600,T,T,T,600,600,220,0.991,7.6,T,5,1,T,TxT,Iny,F,F,*,11.341,0.311,30,CNE,SIC,TxT,Ln,220
363,Diego de Almagro 220->Cumbre 220 II,T,MesNov-2019,*,Diego de Almagro 220,Cumbre 220 Aux,*,F,F,101,F,F,600,600,T,T,T,600,600,220,0.991,7.6,T,5,1,T,TxT,Iny,F,F,*,11.341,0.311,30,CNE,SIC,TxT,Ln,220
364,Cumbre 500->Cumbre 220 I,T,MesNov-2019,*,Cumbre 500,Cumbre 220,*,F,F,101,F,F,750,750,T,T,T,750,750,500,0.5,48.75,T,5,1,T,TxT,Cmn,F,F,*,16.0925,0.3475,30,CNE,SIC,TxT,Tr,500/220
365,Cumbre 220 Aux->Cumbre 220,F,MesOct-2019,*,Cumbre 220 Aux,Cumbre 220,*,F,F,101,F,F,600,600,T,T,T,600,600,220,0,0.0001,F,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
366,Candelaria 220->Puente Negro 220,T,MesOct-2017,*,Candelaria 220,Puente Negro 220,*,F,F,101,F,F,1360,1360,T,F,T,680,680,220,1.53,13.05,T,3,1,F,TxT,Cmn,F,F,*,0,0,30,Otro,SIC,TxT,Ln,220
367,Puente Negro220->Colbun 220,T,MesOct-2017,*,Puente Negro 220,Colbun 220,*,F,F,101,T,F,1360,1360,T,F,T,680,680,220,2.36,20.1,T,3,1,F,TxT,Cmn,F,F,*,0,0,30,Otro,SIC,TxT,Ln,220
368,Puente Negro 220->Tinguiririca 220,T,MesAgo-2018,*,Puente Negro 220,Tinguiririca 220,*,F,F,101,F,F,880,880,T,T,F,440,440,220,2.4665,12.545,T,5,1,T,STx,Cmn,F,F,*,11.404,0.258,30,Transelec,SIC,STx E,Ln,220
369,Itahue 154->Teno 154 I,T,*,*,Itahue 154,Teno 154,*,F,F,101,F,F,182,182,T,T,F,182,182,154,2.68975,14.20559,T,5,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,SIC,STX E,Ln,154
370,Itahue 154->Teno 154 II,T,*,*,Itahue 154,Teno 154,*,F,F,101,F,F,182,182,T,T,F,182,182,154,2.68975,14.20559,T,5,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,SIC,STX E,Ln,154
371,Teno 154->Tinguiririca 154 I,T,*,*,Teno 154,Tinguiririca 154,*,F,F,101,F,F,182,182,T,T,F,182,182,154,2.633925,13.910757,T,5,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,SIC,STX E,Ln,154
372,Teno 154->Tinguiririca 154 II,T,*,*,Teno 154,Tinguiririca 154,*,F,F,101,F,F,182,182,T,T,F,182,182,154,2.633925,13.910757,T,5,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,SIC,STX E,Ln,154
373,Tinguiririca 154->Malloa 154 I,T,*,*,Tinguiririca 154,Malloa 154,*,F,F,101,F,F,214,214,T,T,F,214,214,154,1.3619298,7.2339498,T,5,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,SIC,STX E,Ln,154
374,Tinguiririca 154->Malloa 154 II,T,*,*,Tinguiririca 154,Malloa 154,*,F,F,101,F,F,214,214,T,T,F,214,214,154,1.3619298,7.2339498,T,5,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,SIC,STX E,Ln,154
375,Malloa 154->Tilcoco 154 I,T,*,*,Malloa 154,Tilcoco 154,*,F,F,101,F,F,214,214,T,T,F,214,214,154,1.0628258,5.6526368,T,5,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,SIC,STX E,Ln,154
376,Malloa 154->Tilcoco 154 II,T,*,*,Malloa 154,Tilcoco 154,*,F,F,101,F,F,214,214,T,T,F,214,214,154,1.0628258,5.6526368,T,5,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,SIC,STX E,Ln,154
377,Tilcoco 154->Punta Cortes I 154,T,*,*,Tilcoco 154,Punta Cortes 154,*,F,F,101,F,F,214,214,T,T,F,214,214,154,1.3144758,6.9855522,T,5,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,SIC,STX E,Ln,154
378,Tilcoco 154->Punta Cortes II 154,T,*,*,Tilcoco 154,Punta Cortes 154,*,F,F,101,F,F,214,214,T,T,F,214,214,154,1.3144758,6.9855522,T,5,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,SIC,STX E,Ln,154
379,Punta Cortes I 154->Tuniche 154,T,*,*,Punta Cortes 154,Tuniche I 154,*,F,F,101,F,F,127,127,T,T,F,127,127,154,0.8142,3.615225,T,5,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,SIC,STX E,Ln,154
380,Punta Cortes II 154->Tuniche 154,T,*,*,Punta Cortes 154,Tuniche II 154,*,F,F,101,F,F,127,127,T,T,F,127,127,154,0.8142,3.615225,T,5,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,SIC,STX E,Ln,154
381,Tuniche I 154->Paine 154,T,*,MesJul-2018,Tuniche I 154,Paine 154,*,F,F,101,F,F,182,182,T,T,F,182,182,154,2.664,13.60305,T,5,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,SIC,STX E,Ln,154
382,Villaseca 154->Tuniche II 154,T,*,MesJul-2018,Villaseca 154,Tuniche II 154,*,F,F,101,F,F,182,182,T,T,F,182,182,154,3.384,17.27955,T,5,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,SIC,STX E,Ln,154
383,Villaseca 154->Paine 154,T,*,*,Villaseca 154,Paine 154,*,F,F,101,F,F,182,182,T,T,F,182,182,154,0.72,3.6765,T,5,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,SIC,STX E,Ln,154
