LinINum,LinNom,LinFOpe,LinFecOpeIni,LinFecOpeFin,LinBarA,LinBarB,LinBarSis,LinFPrtFlu,LinFPrtHis,LinNIntHis,LinFPrtInd,LinFCC,LinPotMaxA->B,LinPotMaxB->A,LinFMax,LinFPri,LinFN-1,LinPotN-1A->B,LinPotN-1B->A,LinVolt,LinR,LinX,LinFPer,LinNTra,LinDisEne,LinFPeaCal,LinPeaSis,LinPeaTip,LinFTipDef,LinFInv,LinFecInv,LinVI,LinCOMA,LinVidUti,LinEmp,LinAux,LinAux,LinAux,LinAux
384,Alto Jahuel 154->Villaseca 154 I,T,*,*,Alto Jahuel 154,Villaseca 154,*,F,F,101,F,F,182,182,T,T,F,182,182,154,0.72625,3.53497,T,5,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,SIC,STX E,Ln,154
385,Alto Jahuel 154->Villaseca 154 II,T,*,*,Alto Jahuel 154,Villaseca 154,*,F,F,101,F,F,182,182,T,T,F,182,182,154,0.74375,3.62015,T,5,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,SIC,STX E,Ln,154
386,Cumbre 220 Aux->Cumbre 220 II,T,MesNov-2019,*,Cumbre 220 Aux,Cumbre 220,*,F,F,101,F,F,1200,1200,T,T,T,600,600,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
387,Los Changos 500->Los Changos 220 III,T,MesDic-2020,*,Los Changos 500,Los Changos 220,*,F,F,101,F,F,750,750,T,T,T,750,750,500,0.5,48.75,T,5,1,T,TxT,Cmn,F,F,*,16.0925,0.3475,30,CNE,SIC,TxT,Tr,500/220
388,Alfalfal 220->La Ermita 220,T,*,*,Alfalfal 220,La Ermita 220,BarB,F,F,101,F,F,680,680,F,F,F,680,680,220,1.1594,6.5397,T,3,1,T,TxA,Cmn,F,F,*,22.188,0.306,30,Otro,CNE,TxA,Ln,220
389,La Ermita 220->Los Almendros 220,T,*,*,La Ermita 220,Los Almendros 220,BarA,F,F,101,F,F,680,680,T,F,F,340,340,220,0.4321,2.4372,T,3,1,T,TxA,Cmn,F,F,*,22.188,0.306,30,Otro,CNE,TxA,Ln,220
390,La Ermita 220->Los Maitenes 220,T,*,*,La Ermita 220,Los Maitenes 220,*,F,F,101,F,F,182,182,T,F,F,182,182,220,0.655,3.153,T,3,1,T,TxA,Cmn,F,F,*,22.188,0.306,30,Otro,CNE,TxA,Ln,220
391,Polpaico 220->Las Tortolas 220,T,*,*,Polpaico 220,Las Tortolas 220,BarB,F,F,101,F,F,190,190,T,F,F,190,190,220,1.53,6.99,T,3,1,F,TxA,Cmn,F,F,*,22.188,0.306,30,Otro,CNE,TxA,Ln,220
392,Las Tortolas 220->Los Maitenes 220,T,*,*,Las Tortolas 220,Los Maitenes 220,*,F,F,101,F,F,190,190,T,F,F,190,190,220,3.85,18.4,T,3,1,F,TxA,Cmn,F,F,*,22.188,0.306,30,Otro,CNE,TxA,Ln,220
393,Polpaico 220->Santa Filomena 220,T,*,*,Polpaico 220,Santa Filomena 220,BarB,F,F,101,F,F,300,300,T,F,F,300,300,220,2.08,13.39,T,3,1,F,TxA,Cmn,F,F,*,22.188,0.306,30,Otro,CNE,TxA,Ln,220
394,Santa Filomena 220->Confluencia 220,T,*,*,Santa Filomena 220,Confluencia 220,*,F,F,101,F,F,300,300,T,F,F,300,300,220,1.76,11.62,T,3,1,F,TxA,Cmn,F,F,*,22.188,0.306,30,Otro,CNE,TxA,Ln,220
395,Confluencia 220->Los Maitenes 220,T,*,*,Confluencia 220,Los Maitenes 220,*,F,F,101,F,F,300,300,T,F,F,300,300,220,1.02,6.82,T,3,1,F,TxA,Cmn,F,F,*,22.188,0.306,30,Otro,CNE,TxA,Ln,220
396,Carrera Pinto 220 Aux->San Andres 220 I,T,*,MesNov-2017,Carrera Pinto 220 Aux,San Andres 220,*,F,F,101,F,F,197,197,T,T,T,197,197,220,4.192866932,17.03352191,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
397,Carrera Pinto 220 Aux->San Andres 220 I REF,T,MesEne-2018,*,Carrera Pinto 220 Aux,San Andres 220,*,F,F,101,F,F,400,400,T,T,T,400,400,220,4.32142749,17.27307649,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
398,Carrera Pinto 220 Aux->San Andres 220 II,T,MesMay-2019,*,Carrera Pinto 220 Aux,San Andres 220,*,F,F,101,F,F,342,342,T,T,T,342,342,220,4.32142749,17.27307649,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
399,Carrera Pinto 220 Aux->San Andres 220 III,T,MesMay-2019,*,Carrera Pinto 220 Aux,San Andres 220,*,F,F,101,F,F,342,342,T,T,T,342,342,220,4.32142749,17.27307649,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
400,San Andres 220->San Andres 220 Aux,T,*,MesAgo-2017,San Andres 220,San Andres 220 Aux,*,F,F,101,F,F,197,197,T,T,T,197,197,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
401,San Andres 220->San Andres 220 Aux II,T,MesSep-2017,MesAbr-2019,San Andres 220,San Andres 220 Aux,*,F,F,101,F,F,400,400,T,T,T,400,400,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
402,San Andres 220->San Andres 220 Aux III,T,MesMay-2019,*,San Andres 220,San Andres 220 Aux,*,F,F,101,F,F,1026,1026,T,T,T,684,684,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
403,San Andres 220 Aux->Cardones 220 I,T,*,MesAgo-2017,San Andres 220 Aux,Cardones 220,*,F,F,101,F,F,197,197,T,T,T,197,197,220,2.776733068,11.28047809,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
404,San Andres 220 Aux->Cardones 220 I REF,T,MesOct-2017,*,San Andres 220 Aux,Cardones 220,*,F,F,101,F,F,400,400,T,T,T,400,400,220,2.86187251,11.43912351,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
405,San Andres 220 Aux->Cardones 220 II,T,MesMay-2019,*,San Andres 220 Aux,Cardones 220,*,F,F,101,F,F,342,342,T,T,T,342,342,220,2.86187251,11.43912351,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
406,San Andres 220 Aux->Cardones 220 III,T,MesMay-2019,*,San Andres 220 Aux,Cardones 220,*,F,F,101,F,F,342,342,T,T,T,342,342,220,2.86187251,11.43912351,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
407,Cardones 500->Cardones 220 II,T,MesJun-2020,*,Cardones 500,Cardones 220,*,F,F,101,F,F,750,750,T,T,T,750,750,500,0.25,24.375,T,5,1,T,TxT,Ret,F,F,*,19.488,0.53,30,Transelec,SIC,TxT,Tr,500/220
408,Maitencillo 500->Maitencillo 220 II,T,MesJun-2020,*,Maitencillo 500,Maitencillo 220,*,F,F,101,F,F,750,750,T,T,T,750,750,500,0.5,48.75,T,5,1,T,TxT,Ret,F,F,*,19.488,0.53,30,Transelec,SIC,TxT,Tr,500/220
409,Pan de Azucar 500->Pan de Azucar 220 II,T,MesJun-2020,*,Pan de Azucar 500,Pan de Azucar 220,*,F,F,101,F,F,750,750,T,T,F,750,750,500,0.5,48.75,T,5,1,T,TxT,Ret,F,F,*,19.488,0.53,30,Transelec,SIC,TxT,Tr,500/220
410,Maitencillo 220->Maitencillo 220 Aux,T,MesEne-2018,MesMay-2021,Maitencillo 220,Maitencillo 220 Aux,*,F,F,101,F,F,394,394,T,T,T,225,225,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
411,Maitencillo 220->Don Hector 220 I,T,MesEne-2018,*,Maitencillo 220 Aux,Don Hector 220,*,F,F,101,F,F,394,394,T,T,T,225,225,220,3.771918457,15.02149585,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
412,Don Hector 220->Don Hector 220 Aux I,T,MesEne-2018,*,Don Hector 220,Don Hector 220 Aux,*,F,F,101,F,F,394,394,T,T,T,225,225,220,0,0.0001,T,5,1,F,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
413,Don Hector 220 Aux->Punta Colorada 220 I,T,MesEne-2018,*,Don Hector 220 Aux,Punta Colorada 220,*,F,F,101,F,F,394,394,T,T,T,225,225,220,1.590342604,6.333467992,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
414,Maitencillo 220->Maitencillo 220 Aux II,T,MesJun-2021,*,Maitencillo 220,Maitencillo 220 Aux,*,F,F,101,F,F,900,900,T,T,T,675,675,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
415,Maitencillo 220 Aux->Punta Colorada 220 II,T,MesJun-2021,*,Maitencillo 220 Aux,Punta Colorada 220,*,F,F,101,F,F,1000,1000,T,T,T,500,500,220,2.796141338,16.92615654,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
416,Punta Colorada 220->Punta Colorada 220 Aux,T,MesEne-2018,MesMay-2021,Punta Colorada 220,Punta Colorada 220 Aux,*,F,F,101,F,F,394,394,T,T,F,225,225,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
417,Punta Colorada 220 Aux->Pan de Azucar 220 I,T,MesEne-2018,*,Punta Colorada 220 Aux,Pan de Azucar 220,*,F,F,101,F,F,394,394,T,T,F,225,225,220,4.323992158,17.22010456,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
418,Punta Colorada 220->Punta Colorada 220 Aux II,T,MesJun-2021,*,Punta Colorada 220,Punta Colorada 220 Aux,*,F,F,101,F,F,900,900,T,T,T,675,675,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
419,Punta Colorada 220 Aux->Pan de Azucar 220 II,T,MesJun-2021,*,Punta Colorada 220 Aux,Pan de Azucar 220,*,F,F,101,F,F,1000,1000,T,T,F,500,500,220,2.254669446,13.64841164,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
420,Pan de Azucar 220->Pan de Azucar 220 Aux,T,*,MesDic-2017,Pan de Azucar 220,Pan de Azucar 220 Aux,*,F,F,101,F,F,448,448,T,T,T,400,224,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
421,Pan de Azucar 220 Aux->La Cebada 220,T,*,MesOct-2018,Pan de Azucar 220 Aux,La Cebada 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,11.42221813,51.03517505,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
422,La Cebada 220->La Cebada 220 Aux,T,*,MesDic-2017,La Cebada 220,La Cebada 220 Aux,*,F,F,101,F,F,448,448,T,T,T,400,224,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
423,La Cebada 220 Aux->Monte Redondo 220,T,*,*,La Cebada 220 Aux,Monte Redondo 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,0.272348703,1.2168708,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
424,Monte Redondo 220->Las Palmas 220,T,*,MesDic-2017,Monte Redondo 220,Las Palmas 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,2.308609169,10.31500815,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
425,Pan de Azucar 220 Aux->Don Goyo 220 I,T,*,*,Pan de Azucar 220 Aux,Don Goyo 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,6.614915515,29.55585049,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
426,Don Goyo 220->Don Goyo 220 Aux,T,*,MesDic-2017,Don Goyo 220,Don Goyo 220 Aux,*,F,F,101,F,F,448,448,T,T,T,400,224,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
427,Don Goyo 220 Aux->Talinay 220,T,*,*,Don Goyo 220 Aux,Talinay 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,3.088535121,13.7997654,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
428,Talinay 220->Las Palmas 220,T,*,MesDic-2017,Talinay 220,Las Palmas 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,4.299725364,19.21143811,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
429,Pan de Azucar 220->Pan de Azucar 220 Aux II,T,MesEne-2018,MesMay-2023,Pan de Azucar 220,Pan de Azucar 220 Aux,*,F,F,101,F,F,448,448,T,T,T,270,270,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
430,Punta Sierra 220->Las Palmas 220 I,T,MesEne-2018,*,Punta Sierra 220 Aux,Las Palmas 220,*,F,F,101,F,F,224,224,T,F,T,224,224,220,1.539072779,6.8766721,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
431,Punta Sierra 220->Las Palmas 220 II,T,MesEne-2018,*,Punta Sierra 220 Aux,Las Palmas 220,*,F,F,101,F,F,224,224,T,F,T,224,224,220,1.539072779,6.8766721,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
432,Monte Redondo 220->Punta Sierra 220,T,MesEne-2018,*,Monte Redondo 220,Punta Sierra 220,*,F,F,101,F,F,224,224,T,F,T,224,224,220,0.76953639,3.43833605,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
433,Talinay 220->Punta Sierra 220,T,MesEne-2018,MesOct-2018,Talinay 220,Punta Sierra 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,2.760652585,12.33476601,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
434,La Cebada 220 Aux->Punta Sierra 220,T,MesNov-2018,*,La Cebada 220 Aux,Punta Sierra 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,1.040879115,4.65071208,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
435,Punta Sierra 220->Punta Sierra 220 Aux,T,MesEne-2018,MesMay-2023,Punta Sierra 220,Punta Sierra 220 Aux,*,F,F,101,F,F,448,448,T,T,T,224,224,220,0,0.0001,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
436,Tap Mauro 220->Quillota 220,T,*,*,Tap Mauro 220,Quillota 220,*,F,F,101,F,F,394,394,F,F,F,197,197,220,6.693591605,26.39934662,T,5,1,T,TxA,Ret,F,F,*,0,0,30,Transelec,SIC,TxA,Ln,220
437,Punta Sierra 220 Aux->Pelambres 220,T,MesJun-2023,*,Punta Sierra 220 Aux,Tap Mauro 220,*,F,F,101,F,F,1160,1160,T,T,T,580,580,220,2.87012435,13.790805,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,Otro,SIC,TxT,Ln,220
438,Pan de Azucar 220 Aux->Punta Sierra 220,T,MesJun-2023,*,Pan de Azucar 220 Aux,Punta Sierra 220,*,F,F,101,F,F,1160,1160,T,T,T,1160,1160,220,3.152035328,15.01498733,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,Otro,SIC,TxT,Ln,220
439,Punta Sierra 220->Punta Sierra 220 Aux II,T,MesJun-2023,*,Punta Sierra 220,Punta Sierra 220 Aux,*,F,F,101,F,F,896,896,T,T,T,672,672,220,0,0.0001,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
440,Pan de Azucar 220->Pan de Azucar 220 Aux III,T,MesJun-2023,*,Pan de Azucar 220,Pan de Azucar 220 Aux,*,F,F,101,F,F,896,896,T,T,T,672,672,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
441,Don Goyo 220->Don Goyo 220 Aux II,T,MesEne-2018,*,Don Goyo 220,Don Goyo 220 Aux,*,F,F,101,F,F,448,448,T,T,T,270,270,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
442,La Cebada 220->La Cebada 220 Aux II,T,MesEne-2018,*,La Cebada 220,La Cebada 220 Aux,*,F,F,101,F,F,448,448,T,T,T,270,270,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
443,Pan de Azucar 220 Aux->Don Goyo 220 II,T,MesNov-2018,*,Pan de Azucar 220 Aux,Don Goyo 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,6.610810842,29.53751056,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
444,Don Goyo 220 Aux->La Cebada 220,T,MesNov-2018,*,Don Goyo 220 Aux,La Cebada 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,4.811407286,21.49766449,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
445,Talinay 220->La Cebada 220,T,MesNov-2018,*,Talinay 220,La Cebada 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,1.71977347,7.684053931,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
446,La Cebada 220 Aux->Las Palmas 220,F,MesNov-2018,*,La Cebada 220 Aux,Las Palmas 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,2.579951894,11.52738418,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC,TxT,Ln,220
447,Pichirropulli 220 Aux->Nueva Valdivia 220 I,T,MesSep-2018,*,Pichirropulli 220 Aux,Nueva Valdivia 220,*,F,F,101,F,F,145,145,T,T,T,145,145,220,0.648335849,2.04390566,T,3,1,T,TxT,Ret,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
448,Pichirropulli 220 Aux->Nueva Valdivia 220 II,T,MesSep-2018,*,Pichirropulli 220 Aux,Nueva Valdivia 220,*,F,F,101,F,F,145,145,T,T,T,145,145,220,0.648335849,2.04390566,T,3,1,T,TxT,Ret,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
449,Nueva Valdivia 220->Nueva Valdivia 220 Aux,T,MesSep-2018,*,Nueva Valdivia 220,Nueva Valdivia 220 Aux,*,F,F,101,F,F,145,145,T,T,T,145,145,220,0,0.0001,T,3,1,T,TxT,Ret,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
450,Nueva Valdivia 220 Aux->Valdivia 220 I,T,MesSep-2018,*,Nueva Valdivia 220 Aux,Valdivia 220,*,F,F,101,F,F,145,145,T,T,T,145,145,220,6.224024151,19.62149434,T,3,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
451,Nueva Valdivia 220 Aux->Valdivia 220 II,T,MesSep-2018,*,Nueva Valdivia 220 Aux,Valdivia 220,*,F,F,101,F,F,145,145,T,T,T,145,145,220,6.224024151,19.62149434,T,3,1,T,TxT,Ret,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
452,Puerto Montt 220->Melipulli 220,T,*,*,Puerto Montt 220,Melipulli 220,*,T,T,101,F,F,183,183,T,T,T,183,183,220,0.009795092,0.040646913,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
453,Melipulli 220->Pta Barranco 220,T,*,*,Melipulli 220,Pta Barranco 220,*,F,T,101,F,F,187,187,T,T,T,187,187,220,5.6448,25.44,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
454,Pta Barranco 220->Pta Barranco 220 Aux,T,*,*,Pta Barranco 220,Pta Barranco 220 Aux,*,F,T,101,F,F,102,102,T,T,T,102,102,220,0,0.001,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
455,Pta Barranco 220 Aux->Pta San Gallan 220,T,*,*,Pta Barranco 220 Aux,Pta San Gallan 220,*,F,T,101,F,F,102,102,T,T,T,102,102,220,1.1380068,1.7226594,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
456,Pta San Gallan 220->Chiloe 220,T,*,MesNov-2020,Pta San Gallan 220,Chiloe 220,*,F,T,101,F,F,187,187,T,T,T,187,187,220,3.7926,17.0925,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
457,Pta San Gallan 220->Ancud 220,T,MesDic-2020,*,Pta San Gallan 220,Ancud 220,*,F,F,101,F,F,187,187,T,T,T,187,187,220,1.8963,8.54625,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
458,Ancud 220->Chiloe 220,T,MesDic-2020,*,Ancud 220,Chiloe 220,*,F,T,101,F,F,187,187,T,T,T,187,187,220,1.8963,8.54625,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
459,Puerto Montt 220->Pta Barranco I,T,MesJun-2023,*,Puerto Montt 220,Pta Barranco 220 II,*,F,T,101,F,F,660,660,T,T,T,660,660,220,1.41561,6.379875,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
460,Puerto Montt 220->Pta Barranco II,T,MesJun-2023,*,Puerto Montt 220,Pta Barranco 220 II,*,F,T,101,F,F,660,660,T,T,T,660,660,220,1.41561,6.379875,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
461,Pta Barranco 220 II->Pta Barranco 220 Aux II,T,MesJun-2023,*,Pta Barranco 220 II,Pta Barranco 220 Aux II,*,F,T,101,F,F,1320,1320,T,T,T,660,660,220,0,0.001,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
462,Pta Barranco 220 Aux->Pta San Gallan 220 III,T,MesJun-2023,*,Pta Barranco 220 Aux II,Pta San Gallan 220 II,*,F,T,101,F,F,660,660,T,T,T,660,660,220,0.113988,0.83749072,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
463,Pta Barranco 220 Aux->Pta San Gallan 220 IV,T,MesJun-2023,*,Pta Barranco 220 Aux II,Pta San Gallan 220 II,*,F,T,101,F,F,660,660,T,T,T,660,660,220,0.113988,0.83749072,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
464,Pta San Gallan->Ancud I,T,MesJun-2023,*,Pta San Gallan 220 II,Ancud 220,*,F,F,101,F,F,660,660,T,T,T,660,660,220,0.474075,2.1365625,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
465,Pta San Gallan->Ancud II,T,MesJun-2023,*,Pta San Gallan 220 II,Ancud 220,*,F,F,101,F,F,660,660,T,T,T,660,660,220,0.474075,2.1365625,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC,TxT,Ln,220
466,Puerto Montt 220->Pichirrahue 220,T,*,MesNov-2016,Puerto Montt 220,Pichirrahue 220,*,T,T,101,F,F,145,145,T,T,T,145,145,220,15.4170164,41.31531986,T,5,1,T,TxT,Iny,F,F,*,23.359,0.541,30,Transelec,SIC,TxT,Ln,220
467,Pichirrahue 220->Valdivia 220,T,*,MesAbr-2018,Pichirrahue 220,Valdivia 220,*,T,F,101,F,F,145,145,T,T,T,145,145,220,15.4155836,41.31148014,T,5,1,T,TxT,Iny,F,F,*,23.359,0.541,30,Transelec,SIC,TxT,Ln,220
468,Rahue 220->Pichirrahue 220,T,MesDic-2016,*,Rahue 220,Pichirrahue 220,*,T,F,101,F,F,145,145,T,T,T,145,145,220,0.392589451,1.052081565,T,5,1,T,TxT,Iny,F,F,*,11.315,0.253,30,Transelec,SIC,TxT,Ln,220
469,Pichirrahue 220->Pichirropulli 220,T,MesMay-2018,MesDic-2027,Pichirrahue 220,Pichirropulli 220,*,T,F,101,F,F,145,145,T,T,T,145,145,220,7.062311697,18.92594903,T,5,1,T,TxT,Iny,F,F,*,23.359,0.541,30,Transelec,SIC,TxT,Ln,220
470,Lagunillas 220->Lagunillas 154,T,*,*,Lagunillas 220,Lagunillas 154,BarB,F,F,101,F,F,327,327,T,T,F,327,327,220,0.231,16.208,T,1,1,T,STx,Iny,F,F,*,0,0,30,CNE,SIC,STx E,Tr,220/154
471,Ciruelos 500->Charrua 500,T,MesEne-2028,*,Ciruelos 500,Charrua 500,*,F,F,101,F,F,1500,1500,T,T,T,750,750,500,7.359211614,48.133826,T,5,1,T,TxT,Cmn,F,F,*,229.513,1.52,30,CNE,SIC,TxT,Ln,500
472,Puerto Montt 500->Ciruelos 500,T,MesEne-2028,*,Puerto Montt 500,Ciruelos 500,*,F,T,101,F,F,1500,1500,T,T,T,750,750,500,5.810788386,38.006174,T,5,1,T,TxT,Cmn,F,F,*,229.513,1.52,30,CNE,SIC,TxT,Ln,500
473,Ciruelos 500->Ciruelos 220,T,MesEne-2028,*,Ciruelos 500,Ciruelos 220,*,F,F,101,F,F,771,771,T,T,T,771,771,500,0.5,48.75,T,5,1,T,TxT,Cmn,F,F,*,16.0925,0.3475,30,CNE,SIC,TxT,Tr,500/220
474,Tuniche I 154->Rancagua 154,T,*,*,Tuniche I 154,Rancagua 154,*,F,F,101,F,F,182.180568,182.180568,T,T,T,182.180568,182.180568,154,0.91875,4.14015,T,5,1,T,STx,Cmn,F,F,*,0,10000,30,Transelec,SIC,STX E,Ln,154
475,Tuniche II 154->Rancagua 154,T,*,*,Tuniche II 154,Rancagua 154,*,F,F,101,F,F,182,182,T,T,T,182,182,154,1.68945,3.911145,T,5,1,T,STx,Cmn,F,F,*,0,10000,30,Transelec,SIC,STX E,Ln,154
